Chrom	Start	End	H37rv_GeneID	IntergenicRegion_IsNextTo_PLC_Gene	Intergenic_GeneToTheLeft	Intergenic_GeneToTheLeft_FuncCategory	Intergenic_GeneToTheRight	Intergenic_GeneToTheRight_FuncCategory
NC_000962.3	3326949	3327022	IntergenicRegion_2324_Rv2971-Rv2972c	False	Rv2971	NotExcluded	Rv2972c	NotExcluded
NC_000962.3	3329946	3329948	IntergenicRegion_2325_Rv2973c-Rv2974c	False	Rv2973c	NotExcluded	Rv2974c	NotExcluded
NC_000962.3	3331612	3332070	IntergenicRegion_2326_Rv2975c-Rv2976c	False	Rv2975c	NotExcluded	Rv2976c	NotExcluded
NC_000962.3	3332754	3332786	IntergenicRegion_2327_Rv2976c-Rv2977c	True	Rv2976c	NotExcluded	Rv2977c	Coscolla Repetitive Genes
NC_000962.3	3335748	3335959	IntergenicRegion_2328_Rv2979c-Rv2980	True	Rv2979c	InsertionSeqs_And_Phages	Rv2980	Coscolla Repetitive Genes
NC_000962.3	3336505	3336795	IntergenicRegion_2329_Rv2980-Rv2981c	True	Rv2980	Coscolla Repetitive Genes	Rv2981c	NotExcluded
NC_000962.3	3337917	3337994	IntergenicRegion_2330_Rv2981c-Rv2982c	False	Rv2981c	NotExcluded	Rv2982c	NotExcluded
NC_000962.3	3338999	3339117	IntergenicRegion_2331_Rv2982c-Rv2983	False	Rv2982c	NotExcluded	Rv2983	NotExcluded
NC_000962.3	3339762	3339853	IntergenicRegion_2332_Rv2983-Rv2984	False	Rv2983	NotExcluded	Rv2984	NotExcluded
NC_000962.3	3342082	3342164	IntergenicRegion_2333_Rv2984-Rv2985	False	Rv2984	NotExcluded	Rv2985	NotExcluded
NC_000962.3	3343118	3343175	IntergenicRegion_2334_Rv2985-Rv2986c	False	Rv2985	NotExcluded	Rv2986c	NotExcluded
NC_000962.3	3343820	3344032	IntergenicRegion_2335_Rv2986c-Rv2987c	False	Rv2986c	NotExcluded	Rv2987c	NotExcluded
NC_000962.3	3344629	3344653	IntergenicRegion_2336_Rv2987c-Rv2988c	False	Rv2987c	NotExcluded	Rv2988c	NotExcluded
NC_000962.3	3346075	3346146	IntergenicRegion_2337_Rv2988c-Rv2989	False	Rv2988c	NotExcluded	Rv2989	NotExcluded
NC_000962.3	3346848	3346858	IntergenicRegion_2338_Rv2989-Rv2990c	False	Rv2989	NotExcluded	Rv2990c	NotExcluded
NC_000962.3	3347719	3347981	IntergenicRegion_2339_Rv2990c-Rv2991	False	Rv2990c	NotExcluded	Rv2991	NotExcluded
NC_000962.3	3348473	3348546	IntergenicRegion_2340_Rv2991-MTB000039	False	Rv2991	NotExcluded	MTB000039	NotExcluded
NC_000962.3	3348619	3348658	IntergenicRegion_2341_MTB000039-MTB000040	False	MTB000039	NotExcluded	MTB000040	NotExcluded
NC_000962.3	3348730	3348804	IntergenicRegion_2342_MTB000040-Rv2992c	False	MTB000040	NotExcluded	Rv2992c	NotExcluded
NC_000962.3	3350993	3351268	IntergenicRegion_2343_Rv2993c-Rv2994	False	Rv2993c	NotExcluded	Rv2994	NotExcluded
NC_000962.3	3353468	3353482	IntergenicRegion_2344_Rv2995c-Rv2996c	False	Rv2995c	NotExcluded	Rv2996c	NotExcluded
NC_000962.3	3355069	3355098	IntergenicRegion_2345_Rv2996c-Rv2997	False	Rv2996c	NotExcluded	Rv2997	NotExcluded
NC_000962.3	3356541	3356814	IntergenicRegion_2346_Rv2997-Rv2998	False	Rv2997	NotExcluded	Rv2998	NotExcluded
NC_000962.3	3357428	3357601	IntergenicRegion_2347_Rv2998A-Rv2999	False	Rv2998A	NotExcluded	Rv2999	NotExcluded
NC_000962.3	3358567	3358611	IntergenicRegion_2348_Rv2999-Rv3000	False	Rv2999	NotExcluded	Rv3000	NotExcluded
NC_000962.3	3359271	3359584	IntergenicRegion_2349_Rv3000-Rv3001c	False	Rv3000	NotExcluded	Rv3001c	NotExcluded
NC_000962.3	3360586	3360623	IntergenicRegion_2350_Rv3001c-Rv3002c	False	Rv3001c	NotExcluded	Rv3002c	NotExcluded
NC_000962.3	3362986	3363347	IntergenicRegion_2351_Rv3003c-Rv3004	False	Rv3003c	NotExcluded	Rv3004	NotExcluded
NC_000962.3	3363686	3363692	IntergenicRegion_2352_Rv3004-Rv3005c	False	Rv3004	NotExcluded	Rv3005c	NotExcluded
NC_000962.3	3364532	3364708	IntergenicRegion_2353_Rv3005c-Rv3006	False	Rv3005c	NotExcluded	Rv3006	NotExcluded
NC_000962.3	3365830	3365835	IntergenicRegion_2354_Rv3006-Rv3007c	False	Rv3006	NotExcluded	Rv3007c	NotExcluded
NC_000962.3	3366450	3366643	IntergenicRegion_2355_Rv3007c-Rv3008	False	Rv3007c	NotExcluded	Rv3008	NotExcluded
NC_000962.3	3368793	3368822	IntergenicRegion_2356_Rv3009c-Rv3010c	False	Rv3009c	NotExcluded	Rv3010c	NotExcluded
NC_000962.3	3369854	3369949	IntergenicRegion_2357_Rv3010c-Rv3011c	False	Rv3010c	NotExcluded	Rv3011c	NotExcluded
NC_000962.3	3371730	3371814	IntergenicRegion_2358_Rv3012c-Rv3013	False	Rv3012c	NotExcluded	Rv3013	NotExcluded
NC_000962.3	3372471	3372544	IntergenicRegion_2359_Rv3013-Rv3014c	False	Rv3013	NotExcluded	Rv3014c	NotExcluded
NC_000962.3	3374620	3374650	IntergenicRegion_2360_Rv3014c-Rv3015c	False	Rv3014c	NotExcluded	Rv3015c	NotExcluded
NC_000962.3	3375664	3375757	IntergenicRegion_2361_Rv3015c-Rv3016	False	Rv3015c	NotExcluded	Rv3016	NotExcluded
NC_000962.3	3376387	3376489	IntergenicRegion_2362_Rv3016-Rv3017c	False	Rv3016	NotExcluded	Rv3017c	NotExcluded
NC_000962.3	3376852	3376938	IntergenicRegion_2363_Rv3017c-Rv3018c	True	Rv3017c	NotExcluded	Rv3018c	PE/PPEs
NC_000962.3	3378243	3378328	IntergenicRegion_2364_Rv3018c-Rv3018A	True	Rv3018c	PE/PPEs	Rv3018A	PE/PPEs
NC_000962.3	3378415	3378710	IntergenicRegion_2365_Rv3018A-Rv3019c	True	Rv3018A	PE/PPEs	Rv3019c	NotExcluded
NC_000962.3	3379001	3379035	IntergenicRegion_2366_Rv3019c-Rv3020c	False	Rv3019c	NotExcluded	Rv3020c	NotExcluded
NC_000962.3	3379329	3379375	IntergenicRegion_2367_Rv3020c-Rv3021c	True	Rv3020c	NotExcluded	Rv3021c	PE/PPEs
NC_000962.3	3380993	3381374	IntergenicRegion_2368_Rv3022A-Rv3023c	True	Rv3022A	PE/PPEs	Rv3023c	InsertionSeqs_And_Phages
NC_000962.3	3382622	3382784	IntergenicRegion_2369_Rv3023c-Rv3024c	True	Rv3023c	InsertionSeqs_And_Phages	Rv3024c	NotExcluded
NC_000962.3	3385066	3385162	IntergenicRegion_2370_Rv3025c-Rv3026c	False	Rv3025c	NotExcluded	Rv3026c	NotExcluded
NC_000962.3	3386919	3387074	IntergenicRegion_2371_Rv3027c-Rv3028c	False	Rv3027c	NotExcluded	Rv3028c	NotExcluded
NC_000962.3	3388031	3388069	IntergenicRegion_2372_Rv3028c-Rv3029c	False	Rv3028c	NotExcluded	Rv3029c	NotExcluded
NC_000962.3	3388870	3389100	IntergenicRegion_2373_Rv3029c-Rv3030	False	Rv3029c	NotExcluded	Rv3030	NotExcluded
NC_000962.3	3391502	3391533	IntergenicRegion_2374_Rv3031-Rv3032	False	Rv3031	NotExcluded	Rv3032	NotExcluded
NC_000962.3	3392778	3392811	IntergenicRegion_2375_Rv3032-Rv3032A	False	Rv3032	NotExcluded	Rv3032A	NotExcluded
NC_000962.3	3393201	3393379	IntergenicRegion_2376_Rv3032A-Rv3033	False	Rv3032A	NotExcluded	Rv3033	NotExcluded
NC_000962.3	3393928	3394018	IntergenicRegion_2377_Rv3033-Rv3034c	False	Rv3033	NotExcluded	Rv3034c	NotExcluded
NC_000962.3	3394921	3395378	IntergenicRegion_2378_Rv3034c-Rv3035	False	Rv3034c	NotExcluded	Rv3035	NotExcluded
NC_000962.3	3397141	3397213	IntergenicRegion_2379_Rv3036c-Rv3037c	False	Rv3036c	NotExcluded	Rv3037c	NotExcluded
NC_000962.3	3398290	3398424	IntergenicRegion_2380_Rv3037c-Rv3038c	False	Rv3037c	NotExcluded	Rv3038c	NotExcluded
NC_000962.3	3399408	3399418	IntergenicRegion_2381_Rv3038c-Rv3039c	False	Rv3038c	NotExcluded	Rv3039c	NotExcluded
NC_000962.3	3400183	3400191	IntergenicRegion_2382_Rv3039c-Rv3040c	False	Rv3039c	NotExcluded	Rv3040c	NotExcluded
NC_000962.3	3401918	3401932	IntergenicRegion_2383_Rv3041c-Rv3042c	False	Rv3041c	NotExcluded	Rv3042c	NotExcluded
NC_000962.3	3403162	3403199	IntergenicRegion_2384_Rv3042c-Rv3043c	False	Rv3042c	NotExcluded	Rv3043c	NotExcluded
NC_000962.3	3404921	3405135	IntergenicRegion_2385_Rv3043c-Rv3044	False	Rv3043c	NotExcluded	Rv3044	NotExcluded
NC_000962.3	3406215	3406284	IntergenicRegion_2386_Rv3044-Rv3045	False	Rv3044	NotExcluded	Rv3045	NotExcluded
NC_000962.3	3407688	3408021	IntergenicRegion_2387_Rv3046c-Rv3047c	False	Rv3046c	NotExcluded	Rv3047c	NotExcluded
NC_000962.3	3408306	3408403	IntergenicRegion_2388_Rv3047c-Rv3048c	False	Rv3047c	NotExcluded	Rv3048c	NotExcluded
NC_000962.3	3409378	3409508	IntergenicRegion_2389_Rv3048c-Rv3049c	False	Rv3048c	NotExcluded	Rv3049c	NotExcluded
NC_000962.3	3411083	3411216	IntergenicRegion_2390_Rv3049c-Rv3050c	False	Rv3049c	NotExcluded	Rv3050c	NotExcluded
NC_000962.3	3411957	3412084	IntergenicRegion_2391_Rv3050c-Rv3051c	False	Rv3050c	NotExcluded	Rv3051c	NotExcluded
NC_000962.3	3414166	3414231	IntergenicRegion_2392_Rv3051c-Rv3052c	False	Rv3051c	NotExcluded	Rv3052c	NotExcluded
NC_000962.3	3414684	3414718	IntergenicRegion_2393_Rv3052c-Rv3053c	False	Rv3052c	NotExcluded	Rv3053c	NotExcluded
NC_000962.3	3414958	3415434	IntergenicRegion_2394_Rv3053c-Rv3054c	False	Rv3053c	NotExcluded	Rv3054c	NotExcluded
NC_000962.3	3415989	3416080	IntergenicRegion_2395_Rv3054c-Rv3055	False	Rv3054c	NotExcluded	Rv3055	NotExcluded
NC_000962.3	3416695	3416704	IntergenicRegion_2396_Rv3055-Rv3056	False	Rv3055	NotExcluded	Rv3056	NotExcluded
NC_000962.3	3417745	3417798	IntergenicRegion_2397_Rv3056-Rv3057c	False	Rv3056	NotExcluded	Rv3057c	NotExcluded
NC_000962.3	3418662	3418725	IntergenicRegion_2398_Rv3057c-Rv3058c	False	Rv3057c	NotExcluded	Rv3058c	NotExcluded
NC_000962.3	3419376	3419491	IntergenicRegion_2399_Rv3058c-Rv3059	False	Rv3058c	NotExcluded	Rv3059	NotExcluded
NC_000962.3	3420970	3421740	IntergenicRegion_2400_Rv3059-Rv3060c	False	Rv3059	NotExcluded	Rv3060c	NotExcluded
NC_000962.3	3423213	3423261	IntergenicRegion_2401_Rv3060c-Rv3061c	False	Rv3060c	NotExcluded	Rv3061c	NotExcluded
NC_000962.3	3425427	3425583	IntergenicRegion_2402_Rv3061c-Rv3062	False	Rv3061c	NotExcluded	Rv3062	NotExcluded
NC_000962.3	3427107	3427242	IntergenicRegion_2403_Rv3062-Rv3063	False	Rv3062	NotExcluded	Rv3063	NotExcluded
NC_000962.3	3429519	3429824	IntergenicRegion_2404_Rv3063-Rv3064c	False	Rv3063	NotExcluded	Rv3064c	NotExcluded
NC_000962.3	3430250	3430386	IntergenicRegion_2405_Rv3064c-Rv3065	False	Rv3064c	NotExcluded	Rv3065	NotExcluded
NC_000962.3	3431315	3431427	IntergenicRegion_2406_Rv3066-Rv3067	False	Rv3066	NotExcluded	Rv3067	NotExcluded
NC_000962.3	3431838	3431839	IntergenicRegion_2407_Rv3067-MTB000041	False	Rv3067	NotExcluded	MTB000041	NotExcluded
NC_000962.3	3431912	3431978	IntergenicRegion_2408_MTB000041-Rv3068c	False	MTB000041	NotExcluded	Rv3068c	NotExcluded
NC_000962.3	3433622	3433691	IntergenicRegion_2409_Rv3068c-Rv3069	False	Rv3068c	NotExcluded	Rv3069	NotExcluded
NC_000962.3	3435573	3435797	IntergenicRegion_2410_Rv3071-Rv3072c	False	Rv3071	NotExcluded	Rv3072c	NotExcluded
NC_000962.3	3436322	3436328	IntergenicRegion_2411_Rv3072c-Rv3073c	False	Rv3072c	NotExcluded	Rv3073c	NotExcluded
NC_000962.3	3436685	3436778	IntergenicRegion_2412_Rv3073c-Rv3074	False	Rv3073c	NotExcluded	Rv3074	NotExcluded
NC_000962.3	3438973	3439071	IntergenicRegion_2413_Rv3075c-Rv3076	False	Rv3075c	NotExcluded	Rv3076	NotExcluded
NC_000962.3	3441754	3441769	IntergenicRegion_2414_Rv3078-Rv3079c	False	Rv3078	NotExcluded	Rv3079c	NotExcluded
NC_000962.3	3442597	3442655	IntergenicRegion_2415_Rv3079c-Rv3080c	False	Rv3079c	NotExcluded	Rv3080c	NotExcluded
NC_000962.3	3445988	3446039	IntergenicRegion_2416_Rv3080c-Rv3081	False	Rv3080c	NotExcluded	Rv3081	NotExcluded
NC_000962.3	3447278	3447403	IntergenicRegion_2417_Rv3081-Rv3082c	False	Rv3081	NotExcluded	Rv3082c	NotExcluded
NC_000962.3	3448426	3448503	IntergenicRegion_2418_Rv3082c-Rv3083	False	Rv3082c	NotExcluded	Rv3083	NotExcluded
NC_000962.3	3449991	3449996	IntergenicRegion_2419_Rv3083-Rv3084	False	Rv3083	NotExcluded	Rv3084	NotExcluded
NC_000962.3	3451750	3451780	IntergenicRegion_2420_Rv3085-Rv3086	False	Rv3085	NotExcluded	Rv3086	NotExcluded
NC_000962.3	3452887	3452924	IntergenicRegion_2421_Rv3086-Rv3087	False	Rv3086	NotExcluded	Rv3087	NotExcluded
NC_000962.3	3457272	3458210	IntergenicRegion_2422_Rv3089-Rv3090	False	Rv3089	NotExcluded	Rv3090	NotExcluded
NC_000962.3	3459098	3459115	IntergenicRegion_2423_Rv3090-Rv3091	False	Rv3090	NotExcluded	Rv3091	NotExcluded
NC_000962.3	3460807	3460813	IntergenicRegion_2424_Rv3091-Rv3092c	False	Rv3091	NotExcluded	Rv3092c	NotExcluded
NC_000962.3	3461734	3461759	IntergenicRegion_2425_Rv3092c-Rv3093c	False	Rv3092c	NotExcluded	Rv3093c	NotExcluded
NC_000962.3	3463891	3463972	IntergenicRegion_2426_Rv3094c-Rv3095	False	Rv3094c	NotExcluded	Rv3095	NotExcluded
NC_000962.3	3464449	3464546	IntergenicRegion_2427_Rv3095-Rv3096	False	Rv3095	NotExcluded	Rv3096	NotExcluded
NC_000962.3	3465686	3465777	IntergenicRegion_2428_Rv3096-Rv3097c	True	Rv3096	NotExcluded	Rv3097c	PE/PPEs
NC_000962.3	3467091	3467209	IntergenicRegion_2429_Rv3097c-Rv3098c	True	Rv3097c	PE/PPEs	Rv3098c	NotExcluded
NC_000962.3	3467926	3468412	IntergenicRegion_2430_Rv3098A-Rv3099c	False	Rv3098A	NotExcluded	Rv3099c	NotExcluded
NC_000962.3	3469264	3469300	IntergenicRegion_2431_Rv3099c-Rv3100c	False	Rv3099c	NotExcluded	Rv3100c	NotExcluded
NC_000962.3	3469783	3469785	IntergenicRegion_2432_Rv3100c-Rv3101c	False	Rv3100c	NotExcluded	Rv3101c	NotExcluded
NC_000962.3	3471369	3471412	IntergenicRegion_2433_Rv3102c-Rv3103c	False	Rv3102c	NotExcluded	Rv3103c	NotExcluded
NC_000962.3	3471850	3471851	IntergenicRegion_2434_Rv3103c-Rv3104c	False	Rv3103c	NotExcluded	Rv3104c	NotExcluded
NC_000962.3	3473904	3474006	IntergenicRegion_2435_Rv3105c-Rv3106	False	Rv3105c	NotExcluded	Rv3106	NotExcluded
NC_000962.3	3476961	3477059	IntergenicRegion_2436_Rv3107c-Rv3108	False	Rv3107c	NotExcluded	Rv3108	NotExcluded
NC_000962.3	3477500	3477648	IntergenicRegion_2437_Rv3108-Rv3109	False	Rv3108	NotExcluded	Rv3109	NotExcluded
NC_000962.3	3478728	3478778	IntergenicRegion_2438_Rv3109-Rv3110	False	Rv3109	NotExcluded	Rv3110	NotExcluded
NC_000962.3	3479683	3479699	IntergenicRegion_2439_Rv3111-Rv3112	False	Rv3111	NotExcluded	Rv3112	NotExcluded
NC_000962.3	3479951	3480073	IntergenicRegion_2440_Rv3112-Rv3113	False	Rv3112	NotExcluded	Rv3113	NotExcluded
NC_000962.3	3480742	3480758	IntergenicRegion_2441_Rv3113-Rv3114	False	Rv3113	NotExcluded	Rv3114	NotExcluded
NC_000962.3	3481289	3481450	IntergenicRegion_2442_Rv3114-Rv3115	True	Rv3114	NotExcluded	Rv3115	InsertionSeqs_And_Phages
NC_000962.3	3482698	3482775	IntergenicRegion_2443_Rv3115-Rv3116	True	Rv3115	InsertionSeqs_And_Phages	Rv3116	NotExcluded
NC_000962.3	3483945	3483973	IntergenicRegion_2444_Rv3116-Rv3117	False	Rv3116	NotExcluded	Rv3117	NotExcluded
NC_000962.3	3484807	3484808	IntergenicRegion_2445_Rv3117-Rv3118	False	Rv3117	NotExcluded	Rv3118	NotExcluded
NC_000962.3	3485111	3485131	IntergenicRegion_2446_Rv3118-Rv3119	False	Rv3118	NotExcluded	Rv3119	NotExcluded
NC_000962.3	3486174	3486508	IntergenicRegion_2447_Rv3120-Rv3121	False	Rv3120	NotExcluded	Rv3121	NotExcluded
NC_000962.3	3487711	3488088	IntergenicRegion_2448_Rv3121-Rv3122	False	Rv3121	NotExcluded	Rv3122	NotExcluded
NC_000962.3	3488559	3488568	IntergenicRegion_2449_Rv3122-Rv3123	False	Rv3122	NotExcluded	Rv3123	NotExcluded
NC_000962.3	3489063	3489505	IntergenicRegion_2450_Rv3123-Rv3124	False	Rv3123	NotExcluded	Rv3124	NotExcluded
NC_000962.3	3490375	3490475	IntergenicRegion_2451_Rv3124-Rv3125c	True	Rv3124	NotExcluded	Rv3125c	PE/PPEs
NC_000962.3	3491651	3491807	IntergenicRegion_2452_Rv3125c-Rv3126c	True	Rv3125c	PE/PPEs	Rv3126c	NotExcluded
NC_000962.3	3492122	3492146	IntergenicRegion_2453_Rv3126c-Rv3127	False	Rv3126c	NotExcluded	Rv3127	NotExcluded
NC_000962.3	3494181	3494659	IntergenicRegion_2454_Rv3128c-Rv3129	False	Rv3128c	NotExcluded	Rv3129	NotExcluded
NC_000962.3	3496366	3496550	IntergenicRegion_2455_Rv3130c-Rv3131	False	Rv3130c	NotExcluded	Rv3131	NotExcluded
NC_000962.3	3499915	3499942	IntergenicRegion_2456_Rv3133c-Rv3134c	False	Rv3133c	NotExcluded	Rv3134c	NotExcluded
NC_000962.3	3500749	3501333	IntergenicRegion_2457_Rv3134c-Rv3135	True	Rv3134c	NotExcluded	Rv3135	PE/PPEs
NC_000962.3	3501732	3501793	IntergenicRegion_2458_Rv3135-Rv3136	True	Rv3135	PE/PPEs	Rv3136	PE/PPEs
NC_000962.3	3502936	3502944	IntergenicRegion_2459_Rv3136-Rv3136A	True	Rv3136	PE/PPEs	Rv3136A	NotExcluded
NC_000962.3	3503277	3503392	IntergenicRegion_2460_Rv3136A-Rv3137	False	Rv3136A	NotExcluded	Rv3137	NotExcluded
NC_000962.3	3504175	3504194	IntergenicRegion_2461_Rv3137-Rv3138	False	Rv3137	NotExcluded	Rv3138	NotExcluded
NC_000962.3	3505283	3505362	IntergenicRegion_2462_Rv3138-Rv3139	False	Rv3138	NotExcluded	Rv3139	NotExcluded
NC_000962.3	3506769	3506789	IntergenicRegion_2463_Rv3139-Rv3140	False	Rv3139	NotExcluded	Rv3140	NotExcluded
NC_000962.3	3507995	3508094	IntergenicRegion_2464_Rv3140-Rv3141	False	Rv3140	NotExcluded	Rv3141	NotExcluded
NC_000962.3	3509066	3509117	IntergenicRegion_2465_Rv3141-Rv3142c	False	Rv3141	NotExcluded	Rv3142c	NotExcluded
NC_000962.3	3509546	3509653	IntergenicRegion_2466_Rv3142c-Rv3143	False	Rv3142c	NotExcluded	Rv3143	NotExcluded
NC_000962.3	3510055	3510087	IntergenicRegion_2467_Rv3143-Rv3144c	True	Rv3143	NotExcluded	Rv3144c	PE/PPEs
NC_000962.3	3511317	3511681	IntergenicRegion_2468_Rv3144c-Rv3145	True	Rv3144c	PE/PPEs	Rv3145	NotExcluded
NC_000962.3	3512068	3512076	IntergenicRegion_2469_Rv3145-Rv3146	False	Rv3145	NotExcluded	Rv3146	NotExcluded
NC_000962.3	3519166	3519281	IntergenicRegion_2470_Rv3151-Rv3152	False	Rv3151	NotExcluded	Rv3152	NotExcluded
NC_000962.3	3522223	3522233	IntergenicRegion_2471_Rv3155-Rv3156	False	Rv3155	NotExcluded	Rv3156	NotExcluded
NC_000962.3	3527385	3527390	IntergenicRegion_2472_Rv3158-Rv3159c	True	Rv3158	NotExcluded	Rv3159c	PE/PPEs
NC_000962.3	3529163	3529337	IntergenicRegion_2473_Rv3159c-Rv3160c	True	Rv3159c	PE/PPEs	Rv3160c	NotExcluded
NC_000962.3	3529979	3529989	IntergenicRegion_2474_Rv3160c-Rv3161c	False	Rv3160c	NotExcluded	Rv3161c	NotExcluded
NC_000962.3	3531138	3531207	IntergenicRegion_2475_Rv3161c-Rv3162c	False	Rv3161c	NotExcluded	Rv3162c	NotExcluded
NC_000962.3	3532913	3532942	IntergenicRegion_2476_Rv3163c-Rv3164c	False	Rv3163c	NotExcluded	Rv3164c	NotExcluded
NC_000962.3	3533905	3533912	IntergenicRegion_2477_Rv3164c-Rv3165c	False	Rv3164c	NotExcluded	Rv3165c	NotExcluded
NC_000962.3	3535351	3535430	IntergenicRegion_2478_Rv3166c-Rv3167c	False	Rv3166c	NotExcluded	Rv3167c	NotExcluded
NC_000962.3	3536057	3536101	IntergenicRegion_2479_Rv3167c-Rv3168	False	Rv3167c	NotExcluded	Rv3168	NotExcluded
NC_000962.3	3538362	3538504	IntergenicRegion_2480_Rv3169-Rv3170	False	Rv3169	NotExcluded	Rv3170	NotExcluded
NC_000962.3	3540745	3540881	IntergenicRegion_2481_Rv3171c-Rv3172c	False	Rv3171c	NotExcluded	Rv3172c	NotExcluded
NC_000962.3	3541364	3541442	IntergenicRegion_2482_Rv3172c-Rv3173c	False	Rv3172c	NotExcluded	Rv3173c	NotExcluded
NC_000962.3	3542045	3542137	IntergenicRegion_2483_Rv3173c-Rv3174	False	Rv3173c	NotExcluded	Rv3174	NotExcluded
NC_000962.3	3542845	3542859	IntergenicRegion_2484_Rv3174-Rv3175	False	Rv3174	NotExcluded	Rv3175	NotExcluded
NC_000962.3	3545300	3545446	IntergenicRegion_2485_Rv3176c-Rv3177	False	Rv3176c	NotExcluded	Rv3177	NotExcluded
NC_000962.3	3546307	3546437	IntergenicRegion_2486_Rv3177-Rv3178	False	Rv3177	NotExcluded	Rv3178	NotExcluded
NC_000962.3	3546797	3547617	IntergenicRegion_2487_Rv3178-Rv3179	False	Rv3178	NotExcluded	Rv3179	NotExcluded
NC_000962.3	3548907	3549253	IntergenicRegion_2488_Rv3179-Rv3180c	False	Rv3179	NotExcluded	Rv3180c	NotExcluded
NC_000962.3	3549688	3549690	IntergenicRegion_2489_Rv3180c-Rv3181c	False	Rv3180c	NotExcluded	Rv3181c	NotExcluded
NC_000962.3	3550143	3550373	IntergenicRegion_2490_Rv3181c-Rv3182	False	Rv3181c	NotExcluded	Rv3182	NotExcluded
NC_000962.3	3551044	3551280	IntergenicRegion_2491_Rv3183-Rv3184	True	Rv3183	NotExcluded	Rv3184	InsertionSeqs_And_Phages
NC_000962.3	3552542	3552763	IntergenicRegion_2492_Rv3185-Rv3186	True	Rv3185	InsertionSeqs_And_Phages	Rv3186	InsertionSeqs_And_Phages
NC_000962.3	3554025	3554297	IntergenicRegion_2493_Rv3187-Rv3188	True	Rv3187	InsertionSeqs_And_Phages	Rv3188	NotExcluded
NC_000962.3	3555262	3555421	IntergenicRegion_2494_Rv3189-Rv3190c	False	Rv3189	NotExcluded	Rv3190c	NotExcluded
NC_000962.3	3556687	3556854	IntergenicRegion_2495_Rv3190c-Rv3190A	False	Rv3190c	NotExcluded	Rv3190A	NotExcluded
NC_000962.3	3557064	3557310	IntergenicRegion_2496_Rv3190A-Rv3191c	True	Rv3190A	NotExcluded	Rv3191c	InsertionSeqs_And_Phages
NC_000962.3	3558345	3559369	IntergenicRegion_2497_Rv3191c-MTB000043	True	Rv3191c	InsertionSeqs_And_Phages	MTB000043	NotExcluded
NC_000962.3	3559443	3559562	IntergenicRegion_2498_MTB000043-Rv3192	False	MTB000043	NotExcluded	Rv3192	NotExcluded
NC_000962.3	3560024	3560193	IntergenicRegion_2499_Rv3192-Rv3193c	False	Rv3192	NotExcluded	Rv3193c	NotExcluded
NC_000962.3	3563172	3563263	IntergenicRegion_2500_Rv3193c-Rv3194c	False	Rv3193c	NotExcluded	Rv3194c	NotExcluded
NC_000962.3	3564286	3564363	IntergenicRegion_2501_Rv3194c-Rv3195	False	Rv3194c	NotExcluded	Rv3195	NotExcluded
NC_000962.3	3565782	3565787	IntergenicRegion_2502_Rv3195-Rv3196	False	Rv3195	NotExcluded	Rv3196	NotExcluded
NC_000962.3	3566687	3566695	IntergenicRegion_2503_Rv3196-Rv3196A	False	Rv3196	NotExcluded	Rv3196A	NotExcluded
NC_000962.3	3566896	3567023	IntergenicRegion_2504_Rv3196A-Rv3197	False	Rv3196A	NotExcluded	Rv3197	NotExcluded
NC_000962.3	3568367	3568400	IntergenicRegion_2505_Rv3197-Rv3197A	False	Rv3197	NotExcluded	Rv3197A	NotExcluded
NC_000962.3	3568679	3569108	IntergenicRegion_2506_Rv3197A-Rv3198c	False	Rv3197A	NotExcluded	Rv3198c	NotExcluded
NC_000962.3	3571211	3571334	IntergenicRegion_2507_Rv3198c-Rv3198A	False	Rv3198c	NotExcluded	Rv3198A	NotExcluded
NC_000962.3	3571589	3571601	IntergenicRegion_2508_Rv3198A-Rv3199c	False	Rv3198A	NotExcluded	Rv3199c	NotExcluded
NC_000962.3	3572543	3572601	IntergenicRegion_2509_Rv3199c-Rv3200c	False	Rv3199c	NotExcluded	Rv3200c	NotExcluded
NC_000962.3	3573669	3573730	IntergenicRegion_2510_Rv3200c-Rv3201c	False	Rv3200c	NotExcluded	Rv3201c	NotExcluded
NC_000962.3	3580200	3580637	IntergenicRegion_2511_Rv3202c-Rv3203	False	Rv3202c	NotExcluded	Rv3203	NotExcluded
NC_000962.3	3581312	3581314	IntergenicRegion_2512_Rv3203-Rv3204	False	Rv3203	NotExcluded	Rv3204	NotExcluded
NC_000962.3	3581620	3581626	IntergenicRegion_2513_Rv3204-Rv3205c	False	Rv3204	NotExcluded	Rv3205c	NotExcluded
NC_000962.3	3582505	3582531	IntergenicRegion_2514_Rv3205c-Rv3206c	False	Rv3205c	NotExcluded	Rv3206c	NotExcluded
NC_000962.3	3583710	3583800	IntergenicRegion_2515_Rv3206c-Rv3207c	False	Rv3206c	NotExcluded	Rv3207c	NotExcluded
NC_000962.3	3584658	3585003	IntergenicRegion_2516_Rv3207c-Rv3208	False	Rv3207c	NotExcluded	Rv3208	NotExcluded
NC_000962.3	3585949	3586273	IntergenicRegion_2517_Rv3208A-Rv3209	False	Rv3208A	NotExcluded	Rv3209	NotExcluded
NC_000962.3	3586834	3586843	IntergenicRegion_2518_Rv3209-Rv3210c	False	Rv3209	NotExcluded	Rv3210c	NotExcluded
