Chrom	Start	End	Strand	H37rv_GeneID	Symbol	Feature	Functional_Category	Is_Pseudogene	Product	PEandPPE_Subfamily	ExcludedGroup_Category
NC_000962.3	3205264	3206434	-	Rv2896c	Rv2896c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3206430	3207942	-	Rv2897c	Rv2897c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3207941	3208328	-	Rv2898c	Rv2898c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3208575	3209406	-	Rv2899c	fdhD	CDS	intermediary metabolism and respiration	No	Possible FdhD protein homolog	None	NotExcluded
NC_000962.3	3209405	3211745	-	Rv2900c	fdhF	CDS	intermediary metabolism and respiration	No	Possible formate dehydrogenase H FdhF (formate-hydrogen-lyase-linked, selenocysteine-containing polypeptide) (formate dehydrogenase-H alpha subunit) (FDH-H)	None	NotExcluded
NC_000962.3	3211802	3212108	-	Rv2901c	Rv2901c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3212161	3212956	-	Rv2902c	rnhB	CDS	information pathways	No	Probable ribonuclease HII protein RnhB (RNase HII)	None	NotExcluded
NC_000962.3	3212969	3213854	-	Rv2903c	lepB	CDS	cell wall and cell processes	No	Probable signal peptidase I LepB (SPASE I) (leader peptidase I).	None	NotExcluded
NC_000962.3	3213911	3214253	-	Rv2904c	rplS	CDS	information pathways	No	50S ribosomal protein L19 RplS	None	NotExcluded
NC_000962.3	3214627	3215572	+	Rv2905	lppW	CDS	cell wall and cell processes	No	Probable conserved alanine rich lipoprotein LppW	None	NotExcluded
NC_000962.3	3215664	3216357	-	Rv2906c	trmD	CDS	information pathways	No	Probable tRNA (guanine-N1)-methyltransferase TrmD (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	None	NotExcluded
NC_000962.3	3216360	3216891	-	Rv2907c	rimM	CDS	information pathways	No	Probable 16S rRNA processing protein RimM	None	NotExcluded
NC_000962.3	3216904	3217147	-	Rv2908c	Rv2908c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3217154	3217643	-	Rv2909c	rpsP	CDS	information pathways	No	30S ribosomal protein S16 RpsP	None	NotExcluded
NC_000962.3	3217826	3218270	-	Rv2910c	Rv2910c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3218338	3219214	+	Rv2911	dacB2	CDS	cell wall and cell processes	No	Probable penicillin-binding protein DacB2 (D-alanyl-D-alanine carboxypeptidase) (DD-peptidase) (DD-carboxypeptidase) (PBP) (DD-transpeptidase) (serine-type D-ala-D-ala carboxypeptidase) (D-amino acid hydrolase)	None	NotExcluded
NC_000962.3	3219273	3219861	-	Rv2912c	Rv2912c	CDS	regulatory proteins	No	Probable transcriptional regulatory protein (probably TetR-family)	None	NotExcluded
NC_000962.3	3219862	3221698	-	Rv2913c	Rv2913c	CDS	intermediary metabolism and respiration	No	Possible D-amino acid aminohydrolase (D-amino acid hydrolase)	None	NotExcluded
NC_000962.3	3221766	3223524	-	Rv2914c	pknI	CDS	regulatory proteins	No	Probable transmembrane serine/threonine-protein kinase I PknI (protein kinase I) (STPK I) (phosphorylase B kinase kinase) (hydroxyalkyl-protein kinase)	None	NotExcluded
NC_000962.3	3223567	3224680	-	Rv2915c	Rv2915c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3224707	3226285	-	Rv2916c	ffh	CDS	cell wall and cell processes	No	Probable signal recognition particle protein Ffh (fifty-four homolog) (SRP protein)	None	NotExcluded
NC_000962.3	3226362	3228243	+	Rv2917	Rv2917	CDS	conserved hypotheticals	No	Conserved hypothetical alanine and arginine rich protein	None	NotExcluded
NC_000962.3	3228253	3230680	-	Rv2918c	glnD	CDS	intermediary metabolism and respiration	No	Probable [protein-PII] uridylyltransferase GlnD (PII uridylyl- transferase) (uridylyl removing enzyme) (UTASE)	None	NotExcluded
NC_000962.3	3230737	3231076	-	Rv2919c	glnB	CDS	regulatory proteins	No	Probable nitrogen regulatory protein P-II GlnB	None	NotExcluded
NC_000962.3	3231072	3232506	-	Rv2920c	amt	CDS	cell wall and cell processes	No	Probable ammonium-transport integral membrane protein Amt	None	NotExcluded
NC_000962.3	3232870	3234139	-	Rv2921c	ftsY	CDS	cell wall and cell processes	No	Probable cell division protein FtsY (SRP receptor) (signal recognition particle receptor)	None	NotExcluded
NC_000962.3	3234188	3237806	-	Rv2922c	smc	CDS	cell wall and cell processes	No	Probable chromosome partition protein Smc	None	NotExcluded
NC_000962.3	3237817	3238099	-	Rv2922A	acyP	CDS	intermediary metabolism and respiration	No	Probable acylphosphatase AcyP (acylphosphate phosphohydrolase)	None	NotExcluded
NC_000962.3	3238085	3238499	-	Rv2923c	Rv2923c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3238600	3239470	-	Rv2924c	fpg	CDS	information pathways	No	Probable formamidopyrimidine-DNA glycosylase Fpg (FAPY-DNA glycosylase)	None	NotExcluded
NC_000962.3	3239828	3240551	-	Rv2925c	rnc	CDS	information pathways	No	Probable ribonuclease III Rnc (RNase III)	None	NotExcluded
NC_000962.3	3240547	3241171	-	Rv2926c	Rv2926c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3241221	3241959	-	Rv2927c	Rv2927c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3242197	3242983	+	Rv2928	tesA	CDS	lipid metabolism	No	Probable thioesterase TesA	None	NotExcluded
NC_000962.3	3242969	3243281	+	Rv2929	Rv2929	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	3243696	3245448	+	Rv2930	fadD26	CDS	lipid metabolism	No	Fatty-acid-AMP ligase FadD26 (fatty-acid-AMP synthetase) (fatty-acid-AMP synthase)	None	NotExcluded
NC_000962.3	3245444	3251075	+	Rv2931	ppsA	CDS	lipid metabolism	No	Phenolpthiocerol synthesis type-I polyketide synthase PpsA	None	Coscolla Repetitive Genes
NC_000962.3	3251071	3255688	+	Rv2932	ppsB	CDS	lipid metabolism	No	Phenolpthiocerol synthesis type-I polyketide synthase PpsB	None	Coscolla Repetitive Genes
NC_000962.3	3255684	3262251	+	Rv2933	ppsC	CDS	lipid metabolism	No	Phenolpthiocerol synthesis type-I polyketide synthase PpsC	None	NotExcluded
NC_000962.3	3262247	3267731	+	Rv2934	ppsD	CDS	lipid metabolism	No	Phenolpthiocerol synthesis type-I polyketide synthase PpsD	None	NotExcluded
NC_000962.3	3267736	3272203	+	Rv2935	ppsE	CDS	lipid metabolism	No	Phenolpthiocerol synthesis type-I polyketide synthase PpsE	None	NotExcluded
NC_000962.3	3272213	3273209	+	Rv2936	drrA	CDS	cell wall and cell processes	No	Daunorubicin-dim-transport ATP-binding protein ABC transporter DrrA	None	NotExcluded
NC_000962.3	3273205	3274075	+	Rv2937	drrB	CDS	cell wall and cell processes	No	Daunorubicin-dim-transport integral membrane protein ABC transporter DrrB	None	NotExcluded
NC_000962.3	3274071	3274902	+	Rv2938	drrC	CDS	cell wall and cell processes	No	Probable daunorubicin-dim-transport integral membrane protein ABC transporter DrrC	None	NotExcluded
NC_000962.3	3274948	3276217	+	Rv2939	papA5	CDS	lipid metabolism	No	Possible conserved polyketide synthase associated protein PapA5	None	NotExcluded
NC_000962.3	3276379	3282715	-	Rv2940c	mas	CDS	lipid metabolism	No	Probable multifunctional mycocerosic acid synthase membrane-associated Mas	None	NotExcluded
NC_000962.3	3283334	3285077	+	Rv2941	fadD28	CDS	lipid metabolism	No	Fatty-acid-AMP ligase FadD28 (fatty-acid-AMP synthetase) (fatty-acid-AMP synthase)	None	NotExcluded
NC_000962.3	3285069	3287832	+	Rv2942	mmpL7	CDS	cell wall and cell processes	No	Conserved transmembrane transport protein MmpL7	None	NotExcluded
NC_000962.3	3288463	3289705	+	Rv2943	Rv2943	CDS	insertion seqs and phages	No	Probable transposase for insertion sequence element IS1533	None	InsertionSeqs_And_Phages
NC_000962.3	3289704	3290235	+	Rv2943A	Rv2943A	CDS	insertion seqs and phages	No	Possible transposase	None	InsertionSeqs_And_Phages
NC_000962.3	3289789	3290506	+	Rv2944	Rv2944	CDS	insertion seqs and phages	No	Possible transposase for insertion sequence element IS1533	None	InsertionSeqs_And_Phages
NC_000962.3	3290623	3291325	-	Rv2945c	lppX	CDS	cell wall and cell processes	No	Probable conserved lipoprotein LppX	None	NotExcluded
NC_000962.3	3291502	3296353	-	Rv2946c	pks1	CDS	lipid metabolism	No	Probable polyketide synthase Pks1	None	NotExcluded
NC_000962.3	3296349	3297840	-	Rv2947c	pks15	CDS	lipid metabolism	No	Probable polyketide synthase Pks15	None	NotExcluded
NC_000962.3	3297836	3299954	-	Rv2948c	fadD22	CDS	lipid metabolism	No	P-hydroxybenzoyl-AMP ligase FadD22	None	NotExcluded
NC_000962.3	3299970	3300570	-	Rv2949c	Rv2949c	CDS	intermediary metabolism and respiration	No	Chorismate pyruvate lyase	None	NotExcluded
NC_000962.3	3300595	3302455	-	Rv2950c	fadD29	CDS	lipid metabolism	No	Fatty-acid-AMP ligase FadD29 (fatty-acid-AMP synthetase) (fatty-acid-AMP synthase)	None	NotExcluded
NC_000962.3	3303102	3304248	-	Rv2951c	Rv2951c	CDS	intermediary metabolism and respiration	No	Possible oxidoreductase	None	NotExcluded
NC_000962.3	3304440	3305253	+	Rv2952	Rv2952	CDS	intermediary metabolism and respiration	No	Possible methyltransferase (methylase)	None	NotExcluded
NC_000962.3	3305278	3306535	+	Rv2953	Rv2953	CDS	lipid metabolism	No	Enoyl reductase	None	NotExcluded
NC_000962.3	3306665	3307391	-	Rv2954c	Rv2954c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	3307579	3308545	-	Rv2955c	Rv2955c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3308667	3309399	+	Rv2956	Rv2956	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3309469	3310297	+	Rv2957	Rv2957	CDS	intermediary metabolism and respiration	No	Possible glycosyl transferase	None	NotExcluded
NC_000962.3	3310713	3312000	-	Rv2958c	Rv2958c	CDS	intermediary metabolism and respiration	No	Possible glycosyl transferase	None	NotExcluded
NC_000962.3	3312100	3312838	-	Rv2959c	Rv2959c	CDS	intermediary metabolism and respiration	No	Possible methyltransferase (methylase)	None	NotExcluded
NC_000962.3	3312952	3313201	-	Rv2960c	Rv2960c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	3313282	3313672	+	Rv2961	Rv2961	CDS	insertion seqs and phages	No	Probable transposase	None	InsertionSeqs_And_Phages
NC_000962.3	3313772	3315122	-	Rv2962c	Rv2962c	CDS	intermediary metabolism and respiration	No	Possible glycosyl transferase	None	NotExcluded
NC_000962.3	3315235	3316456	+	Rv2963	Rv2963	CDS	cell wall and cell processes	No	Probable integral membrane protein	None	NotExcluded
NC_000962.3	3316528	3317461	+	Rv2964	purU	CDS	intermediary metabolism and respiration	No	Probable formyltetrahydrofolate deformylase PurU (formyl-FH(4) hydrolase)	None	NotExcluded
NC_000962.3	3318329	3318815	-	Rv2965c	kdtB	CDS	cell wall and cell processes	No	Probable phosphopantetheine adenylyltransferase KdtB (pantetheine- phosphate adenylyltransferase) (PPAT) (dephospho-CoA pyrophosphorylase)	None	NotExcluded
NC_000962.3	3318900	3319467	-	Rv2966c	Rv2966c	CDS	intermediary metabolism and respiration	No	Possible methyltransferase (methylase)	None	NotExcluded
NC_000962.3	3319662	3323046	-	Rv2967c	pca	CDS	intermediary metabolism and respiration	No	Probable pyruvate carboxylase Pca (pyruvic carboxylase)	None	NotExcluded
NC_000962.3	3323070	3323703	-	Rv2968c	Rv2968c	CDS	cell wall and cell processes	No	Probable conserved integral membrane protein	None	NotExcluded
NC_000962.3	3323708	3324476	-	Rv2969c	Rv2969c	CDS	cell wall and cell processes	No	Possible conserved membrane or secreted protein	None	NotExcluded
NC_000962.3	3324572	3325703	-	Rv2970c	lipN	CDS	intermediary metabolism and respiration	No	Probable lipase/esterase LipN	None	NotExcluded
NC_000962.3	3325933	3326104	+	Rv2970A	Rv2970A	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3326100	3326949	+	Rv2971	Rv2971	CDS	intermediary metabolism and respiration	No	Probable oxidoreductase	None	NotExcluded
NC_000962.3	3327022	3327736	-	Rv2972c	Rv2972c	CDS	cell wall and cell processes	No	Possible conserved membrane or exported protein	None	NotExcluded
NC_000962.3	3327732	3329946	-	Rv2973c	recG	CDS	information pathways	No	Probable ATP-dependent DNA helicase RecG	None	NotExcluded
NC_000962.3	3329948	3331361	-	Rv2974c	Rv2974c	CDS	conserved hypotheticals	No	Conserved hypothetical alanine rich protein	None	NotExcluded
NC_000962.3	3331357	3331612	-	Rv2975c	Rv2975c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3332070	3332754	-	Rv2976c	ung	CDS	information pathways	No	Probable uracil-DNA glycosylase Ung (UDG)	None	NotExcluded
NC_000962.3	3332786	3333788	-	Rv2977c	thiL	CDS	intermediary metabolism and respiration	No	Probable thiamine-monophosphate kinase ThiL (thiamine-phosphate kinase)	None	Coscolla Repetitive Genes
NC_000962.3	3333784	3335164	-	Rv2978c	Rv2978c	CDS	insertion seqs and phages	No	Probable transposase	None	InsertionSeqs_And_Phages
NC_000962.3	3335163	3335748	-	Rv2979c	Rv2979c	CDS	insertion seqs and phages	No	Probable resolvase	None	InsertionSeqs_And_Phages
NC_000962.3	3335959	3336505	+	Rv2980	Rv2980	CDS	cell wall and cell processes	No	Possible conserved secreted protein	None	Coscolla Repetitive Genes
NC_000962.3	3336795	3337917	-	Rv2981c	ddlA	CDS	cell wall and cell processes	No	Probable D-alanine--D-alanine ligase DdlA (D-alanylalanine synthetase) (D-ala-D-ala ligase)	None	NotExcluded
NC_000962.3	3337994	3338999	-	Rv2982c	gpdA2	CDS	lipid metabolism	No	Probable glycerol-3-phosphate dehydrogenase [NAD(P)+] GpdA2 (NAD(P)H- dependent glycerol-3-phosphate dehydrogenase)	None	NotExcluded
NC_000962.3	3339117	3339762	+	Rv2983	Rv2983	CDS	conserved hypotheticals	No	Conserved hypothetical alanine rich protein	None	NotExcluded
NC_000962.3	3339853	3342082	+	Rv2984	ppk1	CDS	intermediary metabolism and respiration	No	Polyphosphate kinase PPK (polyphosphoric acid kinase) (ATP-polyphosphate phosphotransferase)	None	NotExcluded
NC_000962.3	3342164	3343118	+	Rv2985	mutT1	CDS	information pathways	No	Possible hydrolase MutT1	None	NotExcluded
NC_000962.3	3343175	3343820	-	Rv2986c	hupB	CDS	information pathways	No	DNA-binding protein HU homolog HupB (histone-like protein) (HLP) (21-kDa laminin-2-binding protein)	None	NotExcluded
NC_000962.3	3344032	3344629	-	Rv2987c	leuD	CDS	intermediary metabolism and respiration	No	Probable 3-isopropylmalate dehydratase (small subunit) LeuD (isopropylmalate isomerase) (alpha-IPM isomerase) (IPMI)	None	NotExcluded
NC_000962.3	3344653	3346075	-	Rv2988c	leuC	CDS	intermediary metabolism and respiration	No	Probable 3-isopropylmalate dehydratase (large subunit) LeuC (isopropylmalate isomerase) (alpha-IPM isomerase) (IPMI)	None	NotExcluded
NC_000962.3	3346146	3346848	+	Rv2989	Rv2989	CDS	regulatory proteins	No	Probable transcriptional regulatory protein	None	NotExcluded
NC_000962.3	3346858	3347719	-	Rv2990c	Rv2990c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	3347981	3348473	+	Rv2991	Rv2991	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3348546	3348619	-	MTB000039	gluU	tRNA	stable RNAs	No	tRNA-Glu (CTC)	None	NotExcluded
NC_000962.3	3348658	3348730	-	MTB000040	glnU	tRNA	stable RNAs	No	tRNA-Gln (CTG)	None	NotExcluded
NC_000962.3	3348804	3350277	-	Rv2992c	gltS	CDS	information pathways	No	Glutamyl-tRNA synthetase GltS (glutamate--tRNA ligase) (glutamyl-tRNA synthase) (GLURS)	None	NotExcluded
NC_000962.3	3350273	3350993	-	Rv2993c	Rv2993c	CDS	intermediary metabolism and respiration	No	Possible 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (HHDD isomerase)	None	NotExcluded
NC_000962.3	3351268	3352606	+	Rv2994	Rv2994	CDS	cell wall and cell processes	No	Probable conserved integral membrane protein	None	NotExcluded
NC_000962.3	3352457	3353468	-	Rv2995c	leuB	CDS	intermediary metabolism and respiration	No	Probable 3-isopropylmalate dehydrogenase LeuB (beta-IPM dehydrogenase) (IMDH) (3-IPM-DH)	None	NotExcluded
NC_000962.3	3353482	3355069	-	Rv2996c	serA1	CDS	intermediary metabolism and respiration	No	Probable D-3-phosphoglycerate dehydrogenase SerA1 (PGDH)	None	NotExcluded
NC_000962.3	3355098	3356541	+	Rv2997	Rv2997	CDS	intermediary metabolism and respiration	No	Possible alanine rich dehydrogenase	None	NotExcluded
NC_000962.3	3356814	3357276	+	Rv2998	Rv2998	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	3357224	3357428	-	Rv2998A	Rv2998A	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3357601	3358567	+	Rv2999	lppY	CDS	cell wall and cell processes	No	Probable conserved lipoprotein LppY	None	NotExcluded
NC_000962.3	3358611	3359271	+	Rv3000	Rv3000	CDS	cell wall and cell processes	No	Possible conserved transmembrane protein	None	NotExcluded
NC_000962.3	3359584	3360586	-	Rv3001c	ilvC	CDS	intermediary metabolism and respiration	No	Probable KETOL-acid reductoisomerase IlvC (acetohydroxy-acid isomeroreductase) (alpha-keto-beta-hydroxylacil reductoisomerase)	None	NotExcluded
NC_000962.3	3360623	3361130	-	Rv3002c	ilvN	CDS	intermediary metabolism and respiration	No	Probable acetolactate synthase (small subunit) IlvN (acetohydroxy-acid synthase) (AHAS) (ALS)	None	NotExcluded
NC_000962.3	3361129	3362986	-	Rv3003c	ilvB1	CDS	intermediary metabolism and respiration	No	Acetolactate synthase (large subunit) IlvB1 (acetohydroxy-acid synthase)	None	NotExcluded
NC_000962.3	3363347	3363686	+	Rv3004	cfp6	CDS	cell wall and cell processes	No	Low molecular weight protein antigen 6 (CFP-6)	None	NotExcluded
NC_000962.3	3363692	3364532	-	Rv3005c	Rv3005c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3364708	3365830	+	Rv3006	lppZ	CDS	cell wall and cell processes	No	Probable conserved lipoprotein LppZ	None	NotExcluded
NC_000962.3	3365835	3366450	-	Rv3007c	Rv3007c	CDS	intermediary metabolism and respiration	No	Possible oxidoreductase	None	NotExcluded
NC_000962.3	3366643	3367267	+	Rv3008	Rv3008	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	3367263	3368793	-	Rv3009c	gatB	CDS	information pathways	No	Probable glutamyl-tRNA(GLN) amidotransferase (subunit B) GatB (Glu-ADT subunit B)	None	NotExcluded
NC_000962.3	3368822	3369854	-	Rv3010c	pfkA	CDS	intermediary metabolism and respiration	No	Probable 6-phosphofructokinase PfkA (phosphohexokinase) (phosphofructokinase)	None	NotExcluded
NC_000962.3	3369949	3371434	-	Rv3011c	gatA	CDS	information pathways	No	Probable glutamyl-tRNA(GLN) amidotransferase (subunit A) GatA (Glu-ADT subunit A)	None	NotExcluded
NC_000962.3	3371430	3371730	-	Rv3012c	gatC	CDS	information pathways	No	Probable glutamyl-tRNA(GLN) amidotransferase (subunit C) GatC (Glu-ADT subunit C)	None	NotExcluded
NC_000962.3	3371814	3372471	+	Rv3013	Rv3013	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3372544	3374620	-	Rv3014c	ligA	CDS	information pathways	No	DNA ligase [NAD dependent] LigA (polydeoxyribonucleotide synthase [NAD+])	None	NotExcluded
NC_000962.3	3374650	3375664	-	Rv3015c	Rv3015c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3375757	3376387	+	Rv3016	lpqA	CDS	cell wall and cell processes	No	Probable lipoprotein LpqA	None	NotExcluded
NC_000962.3	3376489	3376852	-	Rv3017c	esxQ	CDS	cell wall and cell processes	No	ESAT-6 like protein EsxQ (TB12.9) (ESAT-6 like protein 8)	None	NotExcluded
NC_000962.3	3376938	3378243	-	Rv3018c	PPE46	CDS	PE/PPE	No	PPE family protein PPE46	PPE_SL-2_PPE-PPW	PE/PPEs
NC_000962.3	3378328	3378415	-	Rv3018A	PE27A	CDS	PE/PPE	No	PE family protein PE27A	None	PE/PPEs
NC_000962.3	3378710	3379001	-	Rv3019c	esxR	CDS	cell wall and cell processes	No	Secreted ESAT-6 like protein EsxR (TB10.3) (ESAT-6 like protein 9)	None	NotExcluded
NC_000962.3	3379035	3379329	-	Rv3020c	esxS	CDS	cell wall and cell processes	No	ESAT-6 like protein EsxS	None	NotExcluded
NC_000962.3	3379375	3380452	-	Rv3021c	PPE47	CDS	PE/PPE	Yes	PPE family protein PPE47	None	PE/PPEs
NC_000962.3	3380439	3380682	-	Rv3022c	PPE48	CDS	PE/PPE	Yes	PPE family protein PPE48	PPE_SL-2_PPE-PPW	PE/PPEs
NC_000962.3	3380678	3380993	-	Rv3022A	PE29	CDS	PE/PPE	No	PE family protein PE29	None	PE/PPEs
NC_000962.3	3381374	3382622	-	Rv3023c	Rv3023c	CDS	insertion seqs and phages	No	Probable transposase	None	InsertionSeqs_And_Phages
NC_000962.3	3382784	3383888	-	Rv3024c	trmU	CDS	information pathways	No	Probable tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase TrmU	None	NotExcluded
NC_000962.3	3383884	3385066	-	Rv3025c	iscS	CDS	intermediary metabolism and respiration	No	Cysteine desulfurase IscS (NIFS protein homolog) (nitrogenase metalloclusters biosynthesis protein NIFS)	None	NotExcluded
NC_000962.3	3385162	3386077	-	Rv3026c	Rv3026c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3386073	3386919	-	Rv3027c	Rv3027c	CDS	intermediary metabolism and respiration	No	GCN5-related N-acetyltransferase	None	NotExcluded
NC_000962.3	3387074	3388031	-	Rv3028c	fixB	CDS	intermediary metabolism and respiration	No	Probable electron transfer flavoprotein (alpha-subunit) FixB (alpha-ETF) (electron transfer flavoprotein large subunit) (ETFLS)	None	NotExcluded
NC_000962.3	3388069	3388870	-	Rv3029c	fixA	CDS	intermediary metabolism and respiration	No	Probable electron transfer flavoprotein (beta-subunit) FixA (beta-ETF) (electron transfer flavoprotein small subunit) (ETFSS)	None	NotExcluded
NC_000962.3	3389100	3389925	+	Rv3030	Rv3030	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3389921	3391502	+	Rv3031	Rv3031	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3391533	3392778	+	Rv3032	Rv3032	CDS	intermediary metabolism and respiration	No	Alpha (1->4) glucosyltransferase	None	NotExcluded
NC_000962.3	3392811	3393201	+	Rv3032A	Rv3032A	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3393379	3393928	+	Rv3033	Rv3033	CDS	conserved hypotheticals	No	Unknown protein	None	NotExcluded
NC_000962.3	3394018	3394921	-	Rv3034c	Rv3034c	CDS	intermediary metabolism and respiration	No	Possible transferase	None	NotExcluded
NC_000962.3	3395378	3396461	+	Rv3035	Rv3035	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3396457	3397141	-	Rv3036c	TB22.2	CDS	cell wall and cell processes	No	Probable conserved secreted protein TB22.2	None	NotExcluded
NC_000962.3	3397213	3398290	-	Rv3037c	Rv3037c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3398424	3399408	-	Rv3038c	Rv3038c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3399418	3400183	-	Rv3039c	echA17	CDS	lipid metabolism	No	Probable enoyl-CoA hydratase EchA17 (crotonase) (unsatured acyl-CoA hydratase) (enoyl hydrase)	None	NotExcluded
NC_000962.3	3400191	3401058	-	Rv3040c	Rv3040c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3401054	3401918	-	Rv3041c	Rv3041c	CDS	cell wall and cell processes	No	Probable conserved ATP-binding protein ABC transporter	None	NotExcluded
NC_000962.3	3401932	3403162	-	Rv3042c	serB2	CDS	intermediary metabolism and respiration	No	Probable phosphoserine phosphatase SerB2 (PSP) (O-phosphoserine phosphohydrolase) (pspase)	None	NotExcluded
NC_000962.3	3403199	3404921	-	Rv3043c	ctaD	CDS	intermediary metabolism and respiration	No	Probable cytochrome C oxidase polypeptide I CtaD (cytochrome AA3 subunit 1)	None	NotExcluded
NC_000962.3	3405135	3406215	+	Rv3044	fecB	CDS	cell wall and cell processes	No	Probable FEIII-dicitrate-binding periplasmic lipoprotein FecB	None	NotExcluded
NC_000962.3	3406284	3407325	+	Rv3045	adhC	CDS	intermediary metabolism and respiration	No	Probable NADP-dependent alcohol dehydrogenase AdhC	None	NotExcluded
NC_000962.3	3407313	3407688	-	Rv3046c	Rv3046c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	3408021	3408306	-	Rv3047c	Rv3047c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	3408403	3409378	-	Rv3048c	nrdF2	CDS	information pathways	No	Ribonucleoside-diphosphate reductase (beta chain) NrdF2 (ribonucleotide reductase small subunit) (R2F protein)	None	NotExcluded
NC_000962.3	3409508	3411083	-	Rv3049c	Rv3049c	CDS	intermediary metabolism and respiration	No	Probable monooxygenase	None	NotExcluded
NC_000962.3	3411216	3411957	-	Rv3050c	Rv3050c	CDS	regulatory proteins	No	Probable transcriptional regulatory protein (probably AsnC-family)	None	NotExcluded
NC_000962.3	3412084	3414166	-	Rv3051c	nrdE	CDS	information pathways	No	Ribonucleoside-diphosphate reductase (alpha chain) NrdE (ribonucleotide reductase small subunit) (R1F protein)	None	NotExcluded
NC_000962.3	3414231	3414684	-	Rv3052c	nrdI	CDS	information pathways	No	Probable NrdI protein	None	NotExcluded
NC_000962.3	3414718	3414958	-	Rv3053c	nrdH	CDS	information pathways	No	Probable glutaredoxin electron transport component of NRDEF (glutaredoxin-like protein) NrdH	None	NotExcluded
NC_000962.3	3415434	3415989	-	Rv3054c	Rv3054c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	3416080	3416695	+	Rv3055	Rv3055	CDS	regulatory proteins	No	Possible transcriptional regulatory protein (probably TetR-family)	None	NotExcluded
NC_000962.3	3416704	3417745	+	Rv3056	dinP	CDS	information pathways	No	Possible DNA-damage-inducible protein P DinP (DNA polymerase V) (pol IV 2) (DNA nucleotidyltransferase (DNA-directed))	None	NotExcluded
NC_000962.3	3417798	3418662	-	Rv3057c	Rv3057c	CDS	intermediary metabolism and respiration	No	Probable short chain alcohol dehydrogenase/reductase	None	NotExcluded
NC_000962.3	3418725	3419376	-	Rv3058c	Rv3058c	CDS	regulatory proteins	No	Possible transcriptional regulatory protein (probably TetR-family)	None	NotExcluded
NC_000962.3	3419491	3420970	+	Rv3059	cyp136	CDS	intermediary metabolism and respiration	No	Probable cytochrome P450 136 Cyp136	None	NotExcluded
