lineage,position,gene_coordinate,allele_change,codon_number,codon_change,amino_acid_change,locus_Id,gene_name,mutation_type,essential,diagnostic_snp
lineage5,2216392,1136,A/G,379,GAA/GGA,E/G,Rv1971,mce3F,nonsyn,nonessential,no
lineage5,2223902,128,A/T,43,ATT/AAT,I/N,Rv1980c,mpt64,nonsyn,ND,no
lineage5,2246459,1251,C/A,417,GCC/GCA,A/A,Rv2000,0,syn,nonessential,no
lineage5,2260933,269,T/G,90,CTG/CGG,L/R,Rv2013,0,nonsyn,ND,no
lineage5,2268887,1354,G/C,452,CTG/GTG,L/V,Rv2024c,0,nonsyn,nonessential,no
lineage5,2283293,429,G/C,143,ACC/ACG,T/T,Rv2037c,0,syn,nonessential,no
lineage5,2304017,2970,C/T,990,CTG/CTA,L/L,Rv2048c,pks12,syn,essential,yes
lineage5,2328420,558,C/T,186,ACG/ACA,T/T,Rv2071c,cobM,syn,nonessential,no
lineage5,2335650,296,G/A,99,GGT/GAT,G/D,Rv2079,0,nonsyn,nonessential,no
lineage5,2338773,65,G/A,22,CGG/CAG,R/Q,Rv2082,0,nonsyn,nonessential,no
lineage5,2338866,158,T/G,53,CTG/CGG,L/R,Rv2082,0,nonsyn,nonessential,no
lineage5,2338912,204,A/C,68,CGA/CGC,R/R,Rv2082,0,syn,nonessential,no
lineage5,2388205,0,A/G,0,./.,./.,0,0,inter,0,no
lineage5,2408524,1001,G/A,334,TCA/TTA,S/L,Rv2150c,ftsZ,nonsyn,essential,no
lineage5,2414989,1406,C/G,469,GGT/GCT,G/A,Rv2155c,murD,nonsyn,essential,no
lineage5,2452657,616,C/A,206,GTC/TTC,V/F,Rv2190c,0,nonsyn,ND,no
lineage5,2463455,198,C/T,66,CGG/CGA,R/R,Rv2199c,0,syn,nonessential,no
lineage5,2489855,2499,C/T,833,ACG/ACA,T/T,Rv2221c,glnE,syn,essential,yes
lineage5,2493513,230,T/C,77,CAG/CGG,Q/R,Rv2222c,glnA2,nonsyn,nonessential,no
lineage5,2498200,459,G/T,153,ATG/ATT,M/I,Rv2225,panB,nonsyn,essential,no
lineage5,2516804,18,A/C,6,GCA/GCC,A/A,Rv2243,fabD,syn,nonessential,no
lineage5,2530101,722,T/A,241,GAC/GTC,D/V,Rv2257c,0,nonsyn,nonessential,no
lineage5,2532788,544,A/G,182,ACC/GCC,T/A,Rv2259,mscR,nonsyn,nonessential,no
lineage5,2561261,1559,T/C,520,GTG/GCG,V/A,Rv2287,yjcE,nonsyn,nonessential,no
lineage5,2562933,335,T/C,112,ATC/ACC,I/T,Rv2290,lppO,nonsyn,ND,no
lineage5,2574950,70,T/C,24,ATT/GTT,I/V,Rv2303c,0,nonsyn,nonessential,no
lineage5,2598899,1049,G/T,350,ACC/AAC,T/N,Rv2326c,0,nonsyn,nonessential,no
lineage5,2603523,0,G/C,0,./.,./.,0,0,inter,0,no
lineage5,2609302,507,G/C,169,AAG/AAC,K/N,Rv2334,cysK1,nonsyn,nonessential,no
lineage5,2615969,1277,C/A,426,GCG/GAG,A/E,Rv2339,mmpL9,nonsyn,nonessential,no
lineage5,2616527,1835,G/T,612,CGG/CTG,R/L,Rv2339,mmpL9,nonsyn,nonessential,no
lineage5,2617442,2750,C/A,917,TCG/TAG,S/*,Rv2339,mmpL9,nonsyn,nonessential,no
lineage5,2645780,894,C/T,298,CTG/CTA,L/L,Rv2364c,era,syn,essential,yes
lineage5,2663463,3653,C/A,1218,CGC/CTC,R/L,Rv2380c,mbtE,nonsyn,nonessential,no
lineage5,2682158,985,G/A,329,CTC/TTC,L/F,Rv2388c,hemN,nonsyn,essential,no
lineage5,2701940,1309,G/A,437,CCG/TCG,P/S,Rv2404c,lepA,nonsyn,nonessential,no
lineage5,2730711,2039,G/A,680,GCC/GTC,A/V,Rv2435c,0,nonsyn,nonessential,no
lineage5,2744225,760,A/G,254,TTG/CTG,L/L,Rv2444c,rne,syn,essential,yes
lineage5,2797011,375,C/A,125,GGG/GGT,G/G,Rv2487c,PE_PGRS42,syn,ND,no
lineage5,2808296,214,G/A,72,GAG/AAG,E/K,Rv2493,vapB38,nonsyn,nonessential,no
lineage5,2810816,167,T/C,56,GAG/GGG,E/G,Rv2496c,bkdB,nonsyn,nonessential,no
lineage5,2811013,1084,C/T,362,GAA/AAA,E/K,Rv2497c,bkdA,nonsyn,nonessential,no
lineage5,2819093,35,G/C,12,GCC/GGC,A/G,Rv2503c,scoB,nonsyn,nonessential,no
lineage5,2852798,0,C/T,0,./.,./.,0,0,inter,0,no
lineage5,2855231,2551,A/G,851,TTC/CTC,F/L,Rv2531c,0,nonsyn,nonessential,no
lineage5,2855959,1823,G/A,608,CCC/CTC,P/L,Rv2531c,0,nonsyn,nonessential,no
lineage5,2859147,144,C/T,48,AAG/AAA,K/K,Rv2534c,efp,syn,essential,yes
lineage5,2868769,164,G/A,55,GGC/GAC,G/D,Rv2547,vapB19,nonsyn,nonessential,no
lineage5,2881938,181,G/C,61,GGC/CGC,G/R,Rv2562,0,nonsyn,nonessential,no
lineage5,2919947,2077,T/C,693,TTC/CTC,F/L,Rv2590,fadD9,nonsyn,nonessential,no
lineage5,2922028,478,G/A,160,GGT/AGT,G/S,Rv2591,PE_PGRS44,nonsyn,ND,no
lineage5,2934398,201,C/G,67,ACC/ACG,T/T,Rv2607,pdxH,syn,nonessential,no
lineage5,2945389,60,G/A,20,GCG/GCA,A/A,Rv2616,0,syn,nonessential,no
lineage5,2958044,473,G/T,158,GGC/GTC,G/V,Rv2631,0,nonsyn,nonessential,no
lineage5,2971122,572,T/C,191,ATC/ACC,I/T,Rv2646,0,nonsyn,ND,no
lineage5,2976562,0,C/T,0,./.,./.,0,0,inter,0,no
lineage5,2976565,0,C/G,0,./.,./.,0,0,inter,0,no
lineage5,2976579,0,C/T,0,./.,./.,0,0,inter,0,no
lineage5,2976616,294,G/C,98,CAC/CAG,H/Q,Rv2653c,0,nonsyn,ND,no
lineage5,3004427,322,C/A,108,GTG/TTG,V/L,Rv2687c,0,nonsyn,nonessential,no
lineage5,3009738,395,A/C,132,CAG/CCG,Q/P,Rv2691,ceoB,nonsyn,nonessential,no
lineage5,3009759,416,G/C,139,TGG/TCG,W/S,Rv2691,ceoB,nonsyn,nonessential,no
lineage5,3015834,632,T/C,211,ATC/ACC,I/T,Rv2700,0,nonsyn,essential,no
lineage5,3016149,587,G/C,196,GCT/GGT,A/G,Rv2701c,suhB,nonsyn,nonessential,no
lineage5,3035033,125,C/T,42,TCG/TTG,S/L,Rv2723,0,nonsyn,nonessential,no
lineage5,3037196,96,C/T,32,GCG/GCA,A/A,Rv2724c,fadE20,syn,nonessential,no
lineage5,3051911,102,G/A,34,GGC/GGT,G/G,Rv2738c,0,syn,nonessential,no
lineage5,3056742,491,G/T,164,ACG/AAG,T/K,Rv2743c,0,nonsyn,nonessential,no
lineage5,3098714,225,T/C,75,TCA/TCG,S/S,Rv2789c,fadE21,syn,nonessential,no
lineage5,3106231,1077,C/T,359,GCG/GCA,A/A,Rv2797c,0,syn,nonessential,no
lineage5,3106491,817,G/A,273,CAG/TAG,Q/*,Rv2797c,0,nonsyn,nonessential,no
lineage5,3158512,1543,G/A,515,CGA/TGA,R/*,Rv2850c,0,nonsyn,nonessential,no
lineage5,3159164,891,G/A,297,GAC/GAT,D/D,Rv2850c,0,syn,nonessential,no
lineage5,3163330,1063,A/C,355,AAA/CAA,K/Q,Rv2853,PE_PGRS48,nonsyn,ND,no
lineage5,3175460,1806,C/T,602,CTG/CTA,L/L,Rv2864c,0,syn,nonessential,no
lineage5,3184670,0,T/C,0,./.,./.,0,0,inter,0,no
lineage5,3199103,5,G/A,2,GCG/GTG,A/V,Rv2889c,tsf,nonsyn,essential,no
lineage5,3214120,134,A/G,45,GTG/GCG,V/A,Rv2904c,rplS,nonsyn,essential,no
lineage5,3298691,1264,T/G,422,AGG/CGG,R/R,Rv2948c,fadD22,syn,nonessential,no
lineage5,3300479,92,A/C,31,GTT/GGT,V/G,Rv2949c,0,nonsyn,nonessential,no
lineage5,3320271,2776,C/T,926,GCG/ACG,A/T,Rv2967c,pca,nonsyn,essential,no
lineage5,3345427,649,A/G,217,TCG/CCG,S/P,Rv2988c,leuC,nonsyn,nonessential,no
lineage5,3356624,0,G/C,0,./.,./.,0,0,inter,0,no
lineage5,3363584,237,G/A,79,ACG/ACA,T/T,Rv3004,cfp6,syn,nonessential,no
lineage5,3399945,239,T/G,80,GAG/GCG,E/A,Rv3039c,echA17,nonsyn,nonessential,no
lineage5,3416432,352,G/A,118,GTC/ATC,V/I,Rv3055,0,nonsyn,nonessential,no
lineage5,3416630,550,G/A,184,GGC/AGC,G/S,Rv3055,0,nonsyn,nonessential,no
lineage5,3431529,102,C/T,34,CCC/CCT,P/P,Rv3067,0,syn,nonessential,no
lineage5,3433326,297,C/T,99,CTG/CTA,L/L,Rv3068c,pgmA,syn,nonessential,no
lineage5,3466706,386,A/G,129,TTC/TCC,F/S,Rv3097c,lipY,nonsyn,nonessential,no
lineage5,3478253,605,C/A,202,GCG/GAG,A/E,Rv3109,moaA1,nonsyn,essential,no
lineage5,3496002,365,T/G,122,GAA/GCA,E/A,Rv3130c,tgs1,nonsyn,nonessential,no
lineage5,3503284,0,A/G,0,./.,./.,0,0,inter,0,no
lineage5,3504184,0,T/A,0,./.,./.,0,0,inter,0,no
lineage5,3506470,1108,G/A,370,GCT/ACT,A/T,Rv3139,fadE24,nonsyn,essential,no
lineage5,3511335,0,T/G,0,./.,./.,0,0,inter,0,no
lineage5,3573080,590,T/C,197,CAT/CGT,H/R,Rv3200c,0,nonsyn,nonessential,no
lineage5,3580275,0,G/C,0,./.,./.,0,0,inter,0,no
lineage5,3591082,411,G/A,137,AAC/AAT,N/N,Rv3213c,0,syn,nonessential,no
lineage5,3596354,1181,T/C,394,GAC/GGC,D/G,Rv3220c,0,nonsyn,nonessential,no
lineage5,3630235,153,G/A,51,CGC/CGT,R/R,Rv3249c,0,syn,nonessential,no
lineage5,3648267,383,G/T,128,GGT/GTT,G/V,Rv3267,0,nonsyn,essential,no
lineage5,3651849,1324,T/G,442,TCG/GCG,S/A,Rv3270,ctpC,nonsyn,essential,no
lineage5,3674194,593,G/C,198,GGC/GCC,G/A,Rv3293,pcd,nonsyn,nonessential,no
lineage5,3685487,477,C/T,159,CTG/CTA,L/L,Rv3299c,atsB,syn,nonessential,no
lineage5,3701552,633,C/T,211,GAG/GAA,E/E,Rv3313c,add,syn,nonessential,no
lineage5,3705776,777,C/T,259,CGC/CGT,R/R,Rv3318,sdhA,syn,nonessential,no
lineage5,3744243,8942,C/A,2981,GGA/GTA,G/V,Rv3347c,PPE55,nonsyn,ND,no
lineage5,3749531,3654,G/C,1218,GGC/GGG,G/G,Rv3347c,PPE55,syn,ND,no
lineage5,3754342,692,T/C,231,CAG/CGG,Q/R,Rv3349c,0,nonsyn,ND,no
lineage5,3778148,412,G/A,138,GCC/ACC,A/T,Rv3366,spoU,nonsyn,nonessential,no
lineage5,3780715,265,T/C,89,ACC/GCC,T/A,Rv3368c,0,nonsyn,nonessential,no
lineage5,3790652,497,C/T,166,ACG/ATG,T/M,Rv3376,0,nonsyn,nonessential,no
lineage5,3812009,291,C/A,97,GAC/GAA,D/E,Rv3395A,0,nonsyn,nonessential,no
lineage5,3822047,0,C/T,0,./.,./.,0,0,inter,0,no
lineage5,3835102,211,G/T,71,GAG/TAG,E/*,Rv3416,whiB3,nonsyn,nonessential,no
lineage5,3840932,489,G/A,163,AAC/AAT,N/N,Rv3423c,alr,syn,essential,yes
lineage5,3850261,0,G/T,0,./.,./.,0,0,inter,0,no
lineage5,3858894,769,G/A,257,CTT/TTT,L/F,Rv3439c,0,nonsyn,nonessential,no
lineage5,3864816,3423,C/T,1141,TCG/TCA,S/S,Rv3447c,eccC4,syn,nonessential,no
lineage5,3865398,2841,G/T,947,GTC/GTA,V/V,Rv3447c,eccC4,syn,nonessential,no
lineage5,3866953,1286,A/G,429,GTC/GCC,V/A,Rv3447c,eccC4,nonsyn,nonessential,no
lineage5,3872171,326,G/A,109,GCC/GTC,A/V,Rv3450c,eccB4,nonsyn,nonessential,no
lineage5,3875633,812,A/G,271,TAT/TGT,Y/C,Rv3454,0,nonsyn,nonessential,no
lineage5,3895055,630,G/A,210,CAG/CAA,Q/Q,Rv3478,PPE60,syn,ND,no
lineage5,3909589,1354,G/A,452,GGG/AGG,G/R,Rv3490,otsA,nonsyn,essential,no
lineage5,3919261,802,C/T,268,GCC/ACC,A/T,Rv3500c,yrbE4B,nonsyn,nonessential,no
lineage5,3939405,0,G/T,0,./.,./.,0,0,inter,0,no
lineage5,3964234,0,A/T,0,./.,./.,0,0,inter,0,no
lineage5,3986987,144,G/T,48,CTG/CTT,L/L,Rv3547,ddn,syn,nonessential,no
lineage5,3999805,631,T/C,211,ACC/GCC,T/A,Rv3559c,0,nonsyn,essential,no
lineage5,4006943,744,G/A,248,GTG/GTA,V/V,Rv3565,aspB,syn,nonessential,no
lineage5,4008863,420,T/C,140,TCA/TCG,S/S,Rv3567c,hsaB,syn,nonessential,no
lineage5,4033260,0,C/T,0,./.,./.,0,0,inter,0,no
lineage5,4062582,56,C/G,19,GCA/GGA,A/G,Rv3623,lpqG,nonsyn,nonessential,no
lineage5,4067386,0,C/T,0,./.,./.,0,0,inter,0,no
lineage5,4074437,804,G/C,268,CCG/CCC,P/P,Rv3635,0,syn,essential,yes
lineage5,4086604,654,G/A,218,TAC/TAT,Y/Y,Rv3646c,topA,syn,essential,yes
lineage5,4109151,1360,G/A,454,GAT/AAT,D/N,Rv3667,acs,nonsyn,nonessential,no
lineage5,4113005,511,C/T,171,GCG/ACG,A/T,Rv3671c,0,nonsyn,nonessential,no
lineage5,4117097,620,A/C,207,GAG/GCG,E/A,Rv3676,crp,nonsyn,nonessential,no
lineage5,4120451,657,G/T,219,GCG/GCT,A/A,Rv3680,0,syn,nonessential,no
lineage5,4123685,1770,C/A,590,GAC/GAA,D/E,Rv3682,ponA2,nonsyn,nonessential,no
lineage5,4134341,826,G/A,276,GTC/ATC,V/I,Rv3692,moxR2,nonsyn,nonessential,no
lineage5,4137136,0,G/A,0,./.,./.,0,0,inter,0,no
lineage5,4139131,625,C/T,209,GAG/AAG,E/K,Rv3696c,glpK,nonsyn,nonessential,no
lineage5,4153687,0,C/T,0,./.,./.,0,0,inter,0,no
lineage5,4161854,405,C/A,135,GTG/GTT,V/V,Rv3718c,0,syn,nonessential,no
lineage5,4190465,53,A/C,18,CTC/CGC,L/R,Rv3739c,PPE67,nonsyn,ND,no
lineage5,4192797,57,T/C,19,CAA/CAG,Q/Q,Rv3741c,0,syn,nonessential,no
lineage5,4200686,266,C/T,89,ACG/ATG,T/M,Rv3754,tyrA,nonsyn,nonessential,no
lineage5,4201728,161,G/A,54,CCG/CTG,P/L,Rv3755c,0,nonsyn,nonessential,no
lineage5,4205237,137,C/T,46,GGG/GAG,G/E,Rv3759c,proX,nonsyn,nonessential,no
lineage5,4208331,546,C/A,182,GCG/GCT,A/A,Rv3762c,0,syn,nonessential,no
lineage5,4214206,137,G/C,46,CGC/CCC,R/P,Rv3768,0,nonsyn,nonessential,no
lineage5,4230965,710,G/T,237,GGT/GTT,G/V,Rv3784,0,nonsyn,nonessential,no
lineage5,4231528,209,A/G,70,TAC/TGC,Y/C,Rv3785,0,nonsyn,nonessential,no
lineage5,4233541,57,C/T,19,ACG/ACA,T/T,Rv3786c,0,syn,nonessential,no
lineage5,4239843,1912,A/C,638,AAG/CAG,K/Q,Rv3792,aftA,nonsyn,essential,no
lineage5,4262256,811,T/C,271,ATC/GTC,I/V,Rv3801c,fadD32,nonsyn,essential,no
lineage5,4271348,932,G/A,311,GCC/GTC,A/V,Rv3808c,glfT2,nonsyn,essential,no
lineage5,4275241,444,C/A,148,CTC/CTA,L/L,Rv3811,0,syn,nonessential,no
lineage5,4306059,303,C/T,101,GCC/GCT,A/A,Rv3831,0,syn,nonessential,no
lineage5,4317750,0,C/T,0,./.,./.,0,0,inter,0,no
lineage5,4319352,72,T/C,24,GCT/GCC,A/A,Rv3845,0,syn,nonessential,no
lineage5,4322042,505,G/A,169,GCA/ACA,A/T,Rv3847,0,nonsyn,nonessential,no
lineage5,4328644,765,A/G,255,CGT/CGC,R/R,Rv3856c,0,syn,nonessential,no
lineage5,4339610,762,G/A,254,TTG/TTA,L/L,Rv3863,0,syn,nonessential,no
lineage5,4386746,69,T/C,23,ATA/ATG,I/M,Rv3901c,0,nonsyn,nonessential,no
lineage5,4387392,504,G/A,168,TTC/TTT,F/F,Rv3902c,0,syn,nonessential,no
lineage5,4387423,473,G/A,158,TCT/TTT,S/F,Rv3902c,0,nonsyn,nonessential,no
lineage5,4397374,778,G/A,260,GCC/ACC,A/T,Rv3910,0,nonsyn,essential,no
lineage5,4397763,1167,C/A,389,CCC/CCA,P/P,Rv3910,0,syn,essential,yes
lineage5,4400947,78,C/G,26,GAC/GAG,D/E,Rv3912,0,nonsyn,nonessential,no
lineage6,13482,77,G/A,26,GCG/GTG,A/V,Rv0010c,0,nonsyn,nonessential,no
lineage6,33137,1081,C/G,361,CTC/GTC,L/V,Rv0029,0,nonsyn,nonessential,no
lineage6,36304,2010,T/G,670,GCT/GCG,A/A,Rv0032,bioF2,syn,nonessential,no
lineage6,51113,12,G/A,4,CAC/CAT,H/H,Rv0046c,ino1,syn,nonessential,no
lineage6,62367,1972,G/A,658,GTT/ATT,V/I,Rv0058,dnaB,nonsyn,essential,no
lineage6,84238,243,T/G,81,GGT/GGG,G/G,Rv0075,0,syn,nonessential,no
lineage6,91001,602,C/T,201,CCG/CTG,P/L,Rv0083,0,nonsyn,nonessential,no
lineage6,121248,926,G/A,309,CCG/CTG,P/L,Rv0103c,ctpB,nonsyn,nonessential,no
lineage6,144570,522,C/G,174,TTC/TTG,F/L,Rv0119,fadD7,nonsyn,nonessential,no
lineage6,191470,864,G/A,288,CTG/CTA,L/L,Rv0161,0,syn,nonessential,no
lineage6,203639,1164,G/A,388,CTG/CTA,L/L,Rv0172,mce1D,syn,nonessential,no
lineage6,254508,133,C/G,45,GGC/CGC,G/R,Rv0212c,nadR,nonsyn,nonessential,no
lineage6,272306,534,C/A,178,GCG/GCT,A/A,Rv0227c,0,syn,essential,yes
lineage6,282537,78,G/T,26,ATC/ATA,I/I,Rv0235c,0,syn,nonessential,no
lineage6,310129,0,T/C,0,./.,./.,0,0,inter,0,no
lineage6,310132,0,G/A,0,./.,./.,0,0,inter,0,no
lineage6,315069,698,C/A,233,CGC/CTC,R/L,Rv0263c,0,nonsyn,nonessential,no
lineage6,344957,936,A/G,312,ATA/ATG,I/M,Rv0283,eccB3,nonsyn,essential,no
lineage6,352058,211,G/T,71,GCG/TCG,A/S,Rv0288,esxH,nonsyn,ND,no
lineage6,368397,4368,A/G,1456,GGT/GGC,G/G,Rv0304c,PPE5,syn,ND,no
lineage6,399581,470,G/A,157,GCT/GTT,A/V,Rv0335c,PE6,nonsyn,ND,no
lineage6,402881,282,G/A,94,GAC/GAT,D/D,Rv0337c,aspC,syn,essential,yes
lineage6,430653,4027,C/T,1343,GGC/AGC,G/S,Rv0355c,PPE8,nonsyn,ND,no
lineage6,445737,789,C/T,263,CCG/CCA,P/P,Rv0368c,0,syn,nonessential,no
lineage6,457372,452,G/T,151,CCG/CAG,P/Q,Rv0381c,0,nonsyn,nonessential,no
lineage6,477634,923,T/C,308,GAG/GGG,E/G,Rv0399c,lpqK,nonsyn,essential,no
lineage6,518166,231,G/T,77,CGC/CGA,R/R,Rv0429c,def,syn,essential,yes
lineage6,519331,259,A/G,87,ACA/GCA,T/A,Rv0431,0,nonsyn,nonessential,no
lineage6,529147,540,C/G,180,ACC/ACG,T/T,Rv0440,groEL2,syn,ND,no
lineage6,532927,0,G/C,0,./.,./.,0,0,inter,0,no
lineage6,547013,0,G/A,0,./.,./.,0,0,inter,0,no
lineage6,590622,540,C/G,180,GGC/GGG,G/G,Rv0500,proC,syn,essential,yes
lineage6,628906,826,G/A,276,CTG/TTG,L/L,Rv0537c,0,syn,nonessential,no
lineage6,687074,254,C/T,85,CCG/CTG,P/L,Rv0589,mce2A,nonsyn,ND,no
lineage6,717062,0,C/T,0,./.,./.,0,0,inter,0,no
lineage6,781075,355,G/C,119,GCG/CCG,A/P,Rv0681,0,nonsyn,nonessential,no
lineage6,807012,678,G/T,226,TGG/TGT,W/C,Rv0711,atsA,nonsyn,nonessential,no
lineage6,886178,469,G/T,157,CTT/ATT,L/I,Rv0792c,0,nonsyn,nonessential,no
lineage6,900065,1266,G/T,422,ACC/ACA,T/T,Rv0806c,cpsY,syn,nonessential,no
lineage6,901327,4,G/C,2,CCC/GCC,P/A,Rv0806c,cpsY,nonsyn,nonessential,no
lineage6,920333,700,C/T,234,CCC/TCC,P/S,Rv0826,0,nonsyn,nonessential,no
lineage6,941054,53,G/A,18,CCG/CTG,P/L,Rv0844c,narL,nonsyn,nonessential,no
lineage6,975915,23,C/G,8,CGG/CCG,R/P,Rv0876c,0,nonsyn,nonessential,no
lineage6,994678,826,C/G,276,CTG/GTG,L/V,Rv0892,0,nonsyn,nonessential,no
lineage6,1007708,473,C/T,158,GGG/GAG,G/E,Rv0904c,accD3,nonsyn,nonessential,no
lineage6,1095053,168,G/T,56,AAG/AAT,K/N,Rv0979A,rpmF,nonsyn,nonessential,no
lineage6,1117308,124,C/T,42,CTG/TTG,L/L,Rv1001,arcA,syn,nonessential,no
lineage6,1118270,1086,A/G,362,GTA/GTG,V/V,Rv1001,arcA,syn,nonessential,no
lineage6,1122175,0,C/G,0,./.,./.,0,0,inter,0,no
lineage6,1150490,1197,C/G,399,TCG/TCC,S/S,Rv1028c,kdpD,syn,essential,yes
lineage6,1154634,911,T/C,304,GTG/GCG,V/A,Rv1030,kdpB,nonsyn,nonessential,no
lineage6,1156704,1252,T/C,418,ACC/GCC,T/A,Rv1032c,trcS,nonsyn,nonessential,no
lineage6,1197169,0,G/C,0,./.,./.,0,0,inter,0,no
lineage6,1224174,1178,C/T,393,GCC/GTC,A/V,Rv1095,phoH2,nonsyn,nonessential,no
lineage6,1233275,682,G/A,228,CTG/TTG,L/L,Rv1106c,0,syn,nonessential,no
lineage6,1245781,653,C/T,218,ACC/ATC,T/I,Rv1122,gnd2,nonsyn,essential,no
lineage6,1247306,180,C/G,60,GTC/GTG,V/V,Rv1124,ephC,syn,nonessential,no
lineage6,1276405,1344,G/A,448,ACC/ACT,T/T,Rv1148c,0,syn,nonessential,no
lineage6,1276414,1335,G/T,445,CAC/CAA,H/Q,Rv1148c,0,nonsyn,nonessential,no
lineage6,1276416,1333,G/T,445,CAC/AAC,H/N,Rv1148c,0,nonsyn,nonessential,no
lineage6,1279184,434,C/T,145,CGG/CAG,R/Q,Rv1151c,0,nonsyn,nonessential,no
lineage6,1281685,257,C/G,86,GCG/GGG,A/G,Rv1155,0,nonsyn,nonessential,no
lineage6,1286582,0,A/G,0,./.,./.,0,0,inter,0,no
lineage6,1313726,2,T/C,1,GTG/GCG,V/A,Rv1180,pks3,nonsyn,nonessential,no
lineage6,1373576,622,A/G,208,TGG/CGG,W/R,Rv1230c,0,nonsyn,nonessential,no
lineage6,1375349,820,C/A,274,GGG/TGG,G/W,Rv1232c,0,nonsyn,essential,no
lineage6,1414870,971,G/A,324,ACC/ATC,T/I,Rv1266c,pknH,nonsyn,nonessential,no
lineage6,1438981,75,C/T,25,CTC/CTT,L/L,Rv1286,cysN,syn,essential,no
lineage6,1461251,207,G/T,69,GCG/GCT,A/A,Rv1305,atpE,syn,essential,yes
lineage6,1486647,786,G/C,262,CAG/CAC,Q/H,Rv1323,fadA4,nonsyn,essential,no
lineage6,1507308,554,G/C,185,CGC/CCC,R/P,Rv1340,rphA,nonsyn,nonessential,no
lineage6,1529346,2735,C/T,912,GCT/GTT,A/V,Rv1358,0,nonsyn,nonessential,no
lineage6,1536183,1462,G/A,488,CGC/TGC,R/C,Rv1364c,0,nonsyn,nonessential,no
lineage6,1560088,2988,G/T,996,CTG/CTT,L/L,Rv1384,carB,syn,nonessential,no
lineage6,1598404,499,C/A,167,CTT/ATT,L/I,Rv1423,whiA,nonsyn,nonessential,no
lineage6,1619451,234,C/G,78,CAG/CAC,Q/H,Rv1441c,PE_PGRS26,nonsyn,ND,no
lineage6,1659318,339,C/T,113,GGC/GGT,G/G,Rv1470,trxA,syn,nonessential,no
lineage6,1666671,468,G/A,156,GTG/GTA,V/V,Rv1476,0,syn,essential,yes
lineage6,1674434,233,T/C,78,GTG/GCG,V/A,Rv1484,inhA,nonsyn,nonessential,no
lineage6,1679008,67,A/G,23,AAA/GAA,K/E,Rv1489A,0,nonsyn,nonessential,no
lineage6,1692061,172,C/G,58,CGG/GGG,R/G,Rv1501,0,nonsyn,nonessential,no
lineage6,1699448,447,C/A,149,TGG/TGT,W/C,Rv1508c,0,nonsyn,nonessential,no
lineage6,1701212,0,A/C,0,./.,./.,0,0,inter,0,no
lineage6,1702423,1129,G/A,377,GCC/ACC,A/T,Rv1510,0,nonsyn,nonessential,no
lineage6,1711637,610,G/T,204,GCT/TCT,A/S,Rv1520,0,nonsyn,nonessential,no
lineage6,1725768,2642,G/A,881,ACA/ATA,T/I,Rv1527c,pks5,nonsyn,nonessential,no
lineage6,1775066,79,C/T,27,GTA/ATA,V/I,Rv1567c,0,nonsyn,nonessential,no
lineage6,1776663,1272,G/A,424,TCG/TCA,S/S,Rv1568,bioA,syn,essential,yes
lineage6,1778197,339,G/A,113,CTG/CTA,L/L,Rv1570,bioD,syn,nonessential,no
lineage6,1805289,437,C/A,146,CCG/CAG,P/Q,Rv1605,hisF,nonsyn,essential,no
lineage6,1805670,18,G/A,6,AAG/AAA,K/K,Rv1606,hisI,syn,essential,yes
lineage6,1816587,399,C/G,133,GTC/GTG,V/V,Rv1617,pykA,syn,essential,yes
lineage6,1824107,294,C/G,98,ATG/ATC,M/I,Rv1622c,cydB,nonsyn,essential,no
lineage6,1827946,0,G/A,0,./.,./.,0,0,inter,0,no
lineage6,1828506,327,G/C,109,ATG/ATC,M/I,Rv1626,0,nonsyn,essential,no
lineage6,1846552,2812,G/T,938,GCC/TCC,A/S,Rv1638,uvrA,nonsyn,nonessential,no
lineage6,1870031,110,A/C,37,CAA/CCA,Q/P,Rv1656,argF,nonsyn,essential,no
lineage6,1875585,282,C/T,94,ACC/ACT,T/T,Rv1661,pks7,syn,essential,yes
lineage6,1912617,304,C/T,102,GAC/AAC,D/N,Rv1687c,0,nonsyn,nonessential,no
lineage6,1958423,747,C/T,249,ATC/ATT,I/I,Rv1731,gabD2,syn,nonessential,no
lineage6,2042439,439,G/T,147,GCC/TCC,A/S,Rv1801,PPE29,nonsyn,ND,no
lineage6,2043867,484,C/T,162,CAG/TAG,Q/*,Rv1802,PPE30,nonsyn,ND,no
lineage6,2049907,0,G/A,0,./.,./.,0,0,inter,0,no
lineage6,2053762,320,C/T,107,GCC/GTC,A/V,Rv1811,mgtC,nonsyn,nonessential,no
lineage6,2063121,1608,T/A,536,CCA/CCT,P/P,Rv1819c,bacA,syn,nonessential,no
lineage6,2071192,157,C/T,53,CGG/TGG,R/W,Rv1825,0,nonsyn,nonessential,no
lineage6,2071410,375,C/T,125,GAC/GAT,D/D,Rv1825,0,syn,nonessential,no
lineage6,2108374,639,C/T,213,GAC/GAT,D/D,Rv1860,apa,syn,ND,no
lineage6,2124926,0,T/C,0,./.,./.,0,0,inter,0,no
lineage6,2127646,1743,C/T,581,ACC/ACT,T/T,Rv1877,0,syn,nonessential,no
lineage6,2143839,608,T/C,203,GAG/GGG,E/G,Rv1896c,0,nonsyn,nonessential,no
lineage6,2150754,391,A/G,131,ACT/GCT,T/A,Rv1903,0,nonsyn,nonessential,no
