Chrom	Start	End	Strand	H37rv_GeneID	Symbol	Feature	ExcludedGroup_Category	PEandPPE_Subfamily	Product	Functional_Category	Is_Pseudogene	Mean_EBR_36CI	gene_PercentPerfect_EBR_36CI	gene_ProportionWith_NANs_EBR_36CI	gene_GC_Content	Mean_PileupMapScore_K50_E4	Mean_PileupMapScore_K100_E4	Mean_PileupMapScore_K125_E4	Length
NC_000962.3	3714391	3715708	+	Rv3329	Rv3329	CDS	NotExcluded	None	Probable aminotransferase	intermediary metabolism and respiration	No	1.0	100.0	0.0	65.52771450265756	1.0	1.0	1.0	1317
NC_000962.3	3715776	3716994	+	Rv3330	dacB1	CDS	NotExcluded	None	Probable penicillin-binding protein DacB1 (D-alanyl-D-alanine carboxypeptidase) (DD-peptidase) (DD-carboxypeptidase) (PBP) (DD-transpeptidase) (serine-type D-ala-D-ala carboxypeptidase) (D-amino acid hydrolase)	cell wall and cell processes	No	1.0	100.0	0.0	70.27914614121511	1.0	1.0	1.0	1218
NC_000962.3	3717089	3718598	+	Rv3331	sugI	CDS	NotExcluded	None	Probable sugar-transport integral membrane protein SugI	cell wall and cell processes	No	0.9985457624622636	94.76474486414844	0.0	67.72697150430749	1.0	1.0	1.0	1509
NC_000962.3	3718594	3719746	+	Rv3332	nagA	CDS	NotExcluded	None	Probable N-acetylglucosamine-6-phosphate deacetylase NagA (GlcNAc 6-P deacetylase)	cell wall and cell processes	No	0.9995659722222222	98.4375	0.0	71.44097222222223	1.0	1.0	1.0	1152
NC_000962.3	3719936	3720782	-	Rv3333c	Rv3333c	CDS	NotExcluded	None	Hypothetical proline rich protein	conserved hypotheticals	No	0.9985881271342264	95.74468085106383	0.0	67.25768321513003	1.0	1.0	1.0	846
NC_000962.3	3721256	3721697	+	Rv3334	Rv3334	CDS	NotExcluded	None	Probable transcriptional regulatory protein (probably MerR-family)	regulatory proteins	No	1.0	100.0	0.0	63.038548752834465	1.0	1.0	1.0	441
NC_000962.3	3721730	3722600	-	Rv3335c	Rv3335c	CDS	NotExcluded	None	Probable conserved integral membrane protein	cell wall and cell processes	No	1.0	100.0	0.0	65.05747126436782	1.0	1.0	1.0	870
NC_000962.3	3722620	3723631	-	Rv3336c	trpS	CDS	NotExcluded	None	Probable tryptophanyl-tRNA synthetase TrpS (tryptophan--tRNA ligase) (TRPRS) (tryptophan translase)	information pathways	No	1.0	100.0	0.0	63.303659742828884	1.0	1.0	1.0	1011
NC_000962.3	3723655	3724042	+	Rv3337	Rv3337	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	66.66666666666667	1.0	1.0	1.0	387
NC_000962.3	3723903	3724548	+	Rv3338	Rv3338	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	67.13178294573643	1.0	1.0	1.0	645
NC_000962.3	3724614	3725844	-	Rv3339c	icd1	CDS	NotExcluded	None	Probable isocitrate dehydrogenase [NADP] Icd1 (oxalosuccinate decarboxylase) (IDH) (NADP+-specific ICDH) (IDP)	intermediary metabolism and respiration	No	0.9994354110207769	97.96747967479675	0.0	59.75609756097561	0.999875803300813	1.0	1.0	1230
NC_000962.3	3726126	3727476	+	Rv3340	metC	CDS	NotExcluded	None	Probable O-acetylhomoserine sulfhydrylase MetC (homocysteine synthase) (O-acetylhomoserine (thiol)-lyase) (OAH sulfhydrylase) (O-acetyl-L-homoserine sulfhydrylase)	intermediary metabolism and respiration	No	1.0	100.0	0.0	66.81481481481481	1.0	1.0	1.0	1350
NC_000962.3	3727487	3728627	+	Rv3341	metA	CDS	NotExcluded	None	Probable homoserine O-acetyltransferase MetA (homoserine O-trans-acetylase) (homoserine transacetylase) (HTA)	intermediary metabolism and respiration	No	0.9999025341130604	99.64912280701755	0.0	69.29824561403508	1.0	1.0	1.0	1140
NC_000962.3	3728623	3729355	+	Rv3342	Rv3342	CDS	NotExcluded	None	Possible methyltransferase (methylase)	intermediary metabolism and respiration	No	0.9984820886460231	94.53551912568307	0.0	69.26229508196721	1.0	1.0	1.0	732
NC_000962.3	3729363	3736935	-	Rv3343c	PPE54	CDS	PE/PPEs	PPE_SL-5_PPE-MPTR	PPE family protein PPE54	PE/PPE	No	0.8927882845343792	20.192815636555732	0.002377179080824089	61.52931854199683	0.8246169389857368	0.8573031583465399	0.8680665002641311	7572
NC_000962.3	3736983	3738438	-	Rv3344c	PE_PGRS49	CDS	PE/PPEs	None	PE-PGRS family protein PE_PGRS49	PE/PPE	No	0.8890988927071402	3.711340206185567	0.0	79.65635738831615	0.9970217635738832	1.0	1.0	1455
NC_000962.3	3738157	3742774	-	Rv3345c	PE_PGRS50	CDS	PE/PPEs	None	PE-PGRS family protein PE_PGRS50	PE/PPE	No	0.8580872620508747	8.468702620749404	0.0	77.2363006281135	0.9965237164825645	1.0	1.0	4617
NC_000962.3	3743197	3743455	-	Rv3346c	Rv3346c	CDS	Coscolla Repetitive Genes	None	Conserved transmembrane protein	cell wall and cell processes	No	1.0	100.0	0.0	66.27906976744185	0.6483720930232558	0.810077519379845	0.8585271317829458	258
NC_000962.3	3743710	3753184	-	Rv3347c	PPE55	CDS	PE/PPEs	PPE_SL-5_PPE-MPTR	PPE family protein PPE55	PE/PPE	No	0.9950105000669371	88.60037998733375	0.0	63.75343044120751	0.8522144012032932	0.9776581517838294	0.990658644711843	9474
NC_000962.3	3753764	3754256	+	Rv3348	Rv3348	CDS	InsertionSeqs_And_Phages	None	Probable transposase	insertion seqs and phages	No	0.49832615973218564	0.0	0.0	65.65040650406505	0.5	0.5	0.5006341463414634	492
NC_000962.3	3754292	3755033	-	Rv3349c	Rv3349c	CDS	InsertionSeqs_And_Phages	None	Probable transposase	insertion seqs and phages	No	0.9977375565610859	92.3076923076923	0.0	69.23076923076923	0.9652496626180836	0.9802564102564103	0.9842051282051283	741
NC_000962.3	3755951	3767102	-	Rv3350c	PPE56	CDS	PE/PPEs	PPE_SL-5_PPE-MPTR	PPE family protein PPE56	PE/PPE	No	0.9970522839811797	90.4672226706125	0.0	65.07039727378711	0.8815068062953996	0.9863689355214779	0.9928705945655099	11151
NC_000962.3	3767345	3768140	-	Rv3351c	Rv3351c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	64.27672955974843	1.0	1.0	1.0	795
NC_000962.3	3768221	3768593	-	Rv3352c	Rv3352c	CDS	NotExcluded	None	Possible oxidoreductase	intermediary metabolism and respiration	No	1.0	100.0	0.0	69.35483870967742	1.0	1.0	1.0	372
NC_000962.3	3768735	3768996	-	Rv3353c	Rv3353c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	65.90038314176245	1.0	1.0	1.0	261
NC_000962.3	3769110	3769500	+	Rv3354	Rv3354	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	67.43589743589743	1.0	1.0	1.0	390
NC_000962.3	3769513	3769807	-	Rv3355c	Rv3355c	CDS	Coscolla Repetitive Genes	None	Probable integral membrane protein	cell wall and cell processes	No	1.0	100.0	0.0	65.98639455782313	0.6914285714285714	0.8333333333333335	0.8758503401360545	294
NC_000962.3	3769803	3770649	-	Rv3356c	folD	CDS	NotExcluded	None	Probable bifunctional protein FolD: methylenetetrahydrofolate dehydrogenase + methenyltetrahydrofolate cyclohydrolase	intermediary metabolism and respiration	No	1.0	100.0	0.0	68.79432624113475	0.984338061465721	1.0	1.0	846
NC_000962.3	3770772	3771048	+	Rv3357	relJ	CDS	NotExcluded	None	Antitoxin RelJ	virulence, detoxification, adaptation	No	1.0	100.0	0.0	63.405797101449274	0.9626086956521739	1.0	1.0	276
NC_000962.3	3771044	3771302	+	Rv3358	relK	CDS	NotExcluded	None	Toxin RelK	virulence, detoxification, adaptation	No	1.0	100.0	0.0	60.07751937984496	0.9818217054263566	1.0	1.0	258
NC_000962.3	3771343	3772534	+	Rv3359	Rv3359	CDS	NotExcluded	None	Possible oxidoreductase	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.4223341729639	1.0	1.0	1.0	1191
NC_000962.3	3772650	3773019	+	Rv3360	Rv3360	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	63.956639566395665	1.0	1.0	1.0	369
NC_000962.3	3773015	3773567	-	Rv3361c	Rv3361c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	64.67391304347827	1.0	1.0	1.0	552
NC_000962.3	3773573	3774155	-	Rv3362c	Rv3362c	CDS	NotExcluded	None	Probable ATP/GTP-binding protein	conserved hypotheticals	No	1.0	100.0	0.0	63.74570446735395	1.0	1.0	1.0	582
NC_000962.3	3774135	3774504	-	Rv3363c	Rv3363c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	0.9999247214694369	99.7289972899729	0.0	65.31165311653116	1.0	1.0	1.0	369
NC_000962.3	3774481	3774874	-	Rv3364c	Rv3364c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	67.43002544529261	1.0	1.0	1.0	393
NC_000962.3	3774870	3777501	-	Rv3365c	Rv3365c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	0.9977089404113351	91.75218548080578	0.0	68.37704294944888	1.0	1.0	1.0	2631
NC_000962.3	3777736	3778201	+	Rv3366	spoU	CDS	NotExcluded	None	Probable tRNA/rRNA methylase SpoU (tRNA/rRNA methyltransferase)	information pathways	No	1.0	100.0	0.0	68.38709677419355	1.0	1.0	1.0	465
NC_000962.3	3778567	3780334	+	Rv3367	PE_PGRS51	CDS	PE/PPEs	PE_V_PGRS	PE-PGRS family protein PE_PGRS51	PE/PPE	No	0.954992768660001	46.74589700056593	0.0	74.30673457838144	1.0	1.0	1.0	1767
NC_000962.3	3780334	3780979	-	Rv3368c	Rv3368c	CDS	NotExcluded	None	Possible oxidoreductase	intermediary metabolism and respiration	No	0.9883720930232558	58.139534883720934	0.0	67.44186046511628	1.0	1.0	1.0	645
NC_000962.3	3780977	3781412	+	Rv3369	Rv3369	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	0.9904214559386972	65.51724137931035	0.0	67.35632183908046	1.0	1.0	1.0	435
NC_000962.3	3781500	3784740	-	Rv3370c	dnaE2	CDS	NotExcluded	None	Probable DNA polymerase III (alpha chain) DnaE2 (DNA nucleotidyltransferase)	information pathways	No	0.999991426611797	99.96913580246914	0.0	70.74074074074075	1.0	1.0	1.0	3240
NC_000962.3	3784931	3786272	+	Rv3371	Rv3371	CDS	NotExcluded	None	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	lipid metabolism	No	1.0	100.0	0.0	65.92095451155853	1.0	1.0	1.0	1341
NC_000962.3	3786313	3787489	+	Rv3372	otsB2	CDS	NotExcluded	None	Trehalose 6-phosphate phosphatase OtsB2 (trehalose-phosphatase) (TPP)	virulence, detoxification, adaptation	No	1.0	100.0	0.0	68.87755102040816	1.0	1.0	1.0	1176
NC_000962.3	3787725	3788367	+	Rv3373	echA18	CDS	NotExcluded	None	Probable enoyl-CoA hydratase EchA18 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	lipid metabolism	No	1.0	100.0	0.0	67.44548286604362	1.0	1.0	1.0	642
NC_000962.3	3788367	3788616	+	Rv3374	echA18.1	CDS	NotExcluded	None	Probable enoyl-CoA hydratase (fragment) EchA18.1 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	lipid metabolism	No	1.0	100.0	0.0	65.46184738955823	1.0	1.0	1.0	249
NC_000962.3	3788620	3790048	+	Rv3375	amiD	CDS	NotExcluded	None	Probable amidase AmiD (acylamidase) (acylase)	intermediary metabolism and respiration	No	1.0	100.0	0.0	66.38655462184875	1.0	1.0	1.0	1428
NC_000962.3	3790155	3790809	+	Rv3376	Rv3376	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	62.84403669724771	1.0	1.0	1.0	654
NC_000962.3	3790847	3792353	-	Rv3377c	Rv3377c	CDS	NotExcluded	None	Halimadienyl diphosphate synthase	intermediary metabolism and respiration	No	0.999944665781319	99.800796812749	0.0	54.24966799468792	1.0	1.0	1.0	1506
NC_000962.3	3792357	3793248	-	Rv3378c	Rv3378c	CDS	NotExcluded	None	Diterpene synthase	intermediary metabolism and respiration	No	1.0	100.0	0.0	48.709315375982044	1.0	1.0	1.0	891
NC_000962.3	3793256	3794867	-	Rv3379c	dxs2	CDS	NotExcluded	None	Probable 1-deoxy-D-xylulose 5-phosphate synthase Dxs2 (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	intermediary metabolism and respiration	No	1.0	100.0	0.0	64.18373680943513	1.0	1.0	1.0	1611
NC_000962.3	3795099	3796086	-	Rv3380c	Rv3380c	CDS	InsertionSeqs_And_Phages	None	Probable transposase	insertion seqs and phages	No	0.8965517241379308	0.0	0.0	64.03242147923	0.06251169970010131	0.07321686874569402	0.08245136760040528	987
NC_000962.3	3796034	3796361	-	Rv3381c	Rv3381c	CDS	InsertionSeqs_And_Phages	None	Probable transposase for insertion sequence element IS6110 (fragment)	insertion seqs and phages	No	0.8965517241379308	0.0	0.0	65.74923547400611	0.0625	0.0857469414678899	0.11133200760856268	327
NC_000962.3	3796447	3797437	-	Rv3382c	lytB1	CDS	NotExcluded	None	Probable LYTB-related protein LytB1	cell wall and cell processes	No	1.0	100.0	0.0	62.82828282828283	1.0	1.0	1.0	990
NC_000962.3	3797436	3798489	-	Rv3383c	idsB	CDS	NotExcluded	None	Possible polyprenyl synthetase IdsB (polyprenyl transferase) (polyprenyl diphosphate synthase)	lipid metabolism	No	0.9999683444127889	99.90503323836657	0.0	61.25356125356125	1.0	1.0	1.0	1053
NC_000962.3	3799242	3799635	-	Rv3384c	vapC46	CDS	NotExcluded	None	Possible toxin VapC46. Contains PIN domain.	virulence, detoxification, adaptation	No	1.0	100.0	0.0	68.95674300254453	1.0	1.0	1.0	393
NC_000962.3	3799634	3799943	-	Rv3385c	vapB46	CDS	NotExcluded	None	Possible antitoxin VapB46	virulence, detoxification, adaptation	No	1.0	100.0	0.0	70.22653721682848	1.0	1.0	1.0	309
NC_000962.3	3800091	3800796	+	Rv3386	Rv3386	CDS	InsertionSeqs_And_Phages	None	Possible transposase	insertion seqs and phages	No	1.0	100.0	0.0	65.95744680851064	0.9938297872340425	1.0	1.0	705
NC_000962.3	3800785	3801463	+	Rv3387	Rv3387	CDS	InsertionSeqs_And_Phages	None	Possible transposase	insertion seqs and phages	No	1.0	100.0	0.0	66.22418879056048	1.0	1.0	1.0	678
NC_000962.3	3801652	3803848	+	Rv3388	PE_PGRS52	CDS	PE/PPEs	PE_V_PGRS	PE-PGRS family protein PE_PGRS52	PE/PPE	No	0.7725814612426635	20.40072859744991	0.0	78.55191256830601	0.9851548269581056	1.0	1.0	2196
NC_000962.3	3803918	3804791	-	Rv3389c	htdY	CDS	NotExcluded	None	Probable 3-hydroxyacyl-thioester dehydratase HtdY	intermediary metabolism and respiration	No	0.9997454499172713	99.0836197021764	0.0	68.49942726231386	0.9999885452462772	1.0	1.0	873
NC_000962.3	3804864	3805575	+	Rv3390	lpqD	CDS	NotExcluded	None	Probable conserved lipoprotein LpqD	cell wall and cell processes	No	1.0	100.0	0.0	63.009845288326304	1.0	1.0	1.0	711
NC_000962.3	3805620	3807573	+	Rv3391	acrA1	CDS	NotExcluded	None	Possible multi-functional enzyme with acyl-CoA-reductase activity AcrA1	lipid metabolism	No	1.0	100.0	0.0	68.50998463901689	1.0	1.0	1.0	1953
NC_000962.3	3807573	3808437	-	Rv3392c	cmaA1	CDS	NotExcluded	None	Cyclopropane-fatty-acyl-phospholipid synthase 1 CmaA1 (cyclopropane fatty acid synthase) (CFA synthase) (cyclopropane mycolic acid synthase 1)	lipid metabolism	No	1.0	100.0	0.0	60.18518518518518	0.9448302418981482	1.0	1.0	864
NC_000962.3	3808460	3809387	+	Rv3393	iunH	CDS	NotExcluded	None	Probable nucleoside hydrolase IunH (purine nucleosidase)	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.31391585760518	1.0	1.0	1.0	927
NC_000962.3	3809441	3811025	-	Rv3394c	Rv3394c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	0.9984918630751964	94.57070707070707	0.0	72.79040404040404	1.0	1.0	1.0	1584
NC_000962.3	3811021	3811636	-	Rv3395c	Rv3395c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	69.7560975609756	1.0	1.0	1.0	615
NC_000962.3	3811718	3812345	+	Rv3395A	Rv3395A	CDS	NotExcluded	None	Probable membrane protein	cell wall and cell processes	No	0.9980506822612086	92.98245614035088	0.0	64.274322169059	1.0	1.0	1.0	627
NC_000962.3	3812500	3814078	-	Rv3396c	guaA	CDS	NotExcluded	None	Probable GMP synthase [glutamine-hydrolyzing] GuaA (glutamine amidotransferase) (GMP synthetase)	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.17363751584284	1.0	1.0	1.0	1578
NC_000962.3	3814089	3814998	-	Rv3397c	phyA	CDS	NotExcluded	None	Probable phytoene synthase PhyA	intermediary metabolism and respiration	No	1.0	100.0	0.0	62.81628162816282	1.0	1.0	1.0	909
NC_000962.3	3815026	3816106	-	Rv3398c	idsA1	CDS	NotExcluded	None	Probable multifunctional geranylgeranyl pyrophosphate synthetase IdsA1 (GGPP synthetase) (ggppsase) (geranylgeranyl diphosphate synthase): dimethylallyltransferase (prenyltransferase) (geranyl-diphosphate synthase) + geranyltranstransferase (farnesyl-diphosphate synthase) (farnesyl-pyrophosphate synthetase) (farnesyl diphosphate synthetase) (FPP synthetase) + farnesyltranstransferase (geranylgeranyl-diphosphate synthase)	lipid metabolism	No	1.0	100.0	0.0	65.18518518518519	1.0	1.0	1.0	1080
NC_000962.3	3816128	3817175	+	Rv3399	Rv3399	CDS	NotExcluded	None	Possible S-adenosylmethionine-dependent methyltransferase	lipid metabolism	No	1.0	100.0	0.0	63.22827125119389	1.0	1.0	1.0	1047
NC_000962.3	3817238	3818027	+	Rv3400	Rv3400	CDS	NotExcluded	None	Probable hydrolase	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.42712294043092	1.0	1.0	1.0	789
NC_000962.3	3818041	3820402	+	Rv3401	Rv3401	CDS	NotExcluded	None	Conserved protein	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.68318509106311	0.9993519692249047	1.0	1.0	2361
NC_000962.3	3820652	3821891	-	Rv3402c	Rv3402c	CDS	NotExcluded	None	Conserved hypothetical protein	cell wall and cell processes	No	1.0	100.0	0.0	64.48748991121873	0.9951573849878934	1.0	1.0	1239
NC_000962.3	3822261	3823863	-	Rv3403c	Rv3403c	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	64.04494382022472	1.0	1.0	1.0	1602
NC_000962.3	3823879	3824584	-	Rv3404c	Rv3404c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	59.148936170212764	1.0	1.0	1.0	705
NC_000962.3	3824701	3825268	-	Rv3405c	Rv3405c	CDS	NotExcluded	None	Possible transcriptional regulatory protein	regulatory proteins	No	1.0	100.0	0.0	65.96119929453263	1.0	1.0	1.0	567
NC_000962.3	3825329	3826217	+	Rv3406	Rv3406	CDS	NotExcluded	None	Probable dioxygenase	intermediary metabolism and respiration	No	1.0	100.0	0.0	65.990990990991	1.0	1.0	1.0	888
NC_000962.3	3826251	3826551	+	Rv3407	vapB47	CDS	NotExcluded	None	Possible antitoxin VapB47	virulence, detoxification, adaptation	No	1.0	100.0	0.0	61.0	1.0	1.0	1.0	300
NC_000962.3	3826547	3826958	+	Rv3408	vapC47	CDS	NotExcluded	None	Possible toxin VapC47. Contains PIN domain.	virulence, detoxification, adaptation	No	1.0	100.0	0.0	63.503649635036496	1.0	1.0	1.0	411
NC_000962.3	3826990	3828727	-	Rv3409c	choD	CDS	NotExcluded	None	Cholesterol oxidase ChoD (cholesterol-O2 oxidoreductase)	lipid metabolism	No	1.0	100.0	0.0	66.72423719055844	1.0	1.0	1.0	1737
NC_000962.3	3828782	3829910	-	Rv3410c	guaB3	CDS	NotExcluded	None	Probable inosine-5'-monophosphate dehydrogenase GuaB3 (imp dehydrogenase) (inosinic acid dehydrogenase) (inosinate dehydrogenase) (imp oxidoreductase) (inosine-5'-monophosphate oxidoreductase) (IMPDH) (IMPD)	intermediary metabolism and respiration	No	0.9999753743104807	99.91134751773049	0.0	70.39007092198581	1.0	1.0	1.0	1128
NC_000962.3	3829929	3831519	-	Rv3411c	guaB2	CDS	NotExcluded	None	Probable inosine-5'-monophosphate dehydrogenase GuaB2 (imp dehydrogenase) (inosinic acid dehydrogenase) (inosinate dehydrogenase) (imp oxidoreductase) (inosine-5'-monophosphate oxidoreductase) (IMPDH) (IMPD)	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.79874213836477	1.0	1.0	1.0	1590
NC_000962.3	3831725	3832136	+	Rv3412	Rv3412	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	63.990267639902676	1.0	1.0	1.0	411
NC_000962.3	3832145	3833045	-	Rv3413c	Rv3413c	CDS	NotExcluded	None	Unknown alanine and proline rich protein	conserved hypotheticals	No	1.0	100.0	0.0	68.11111111111111	1.0	1.0	1.0	900
NC_000962.3	3833037	3833676	-	Rv3414c	sigD	CDS	NotExcluded	None	Probable alternative RNA polymerase sigma-D factor SigD	information pathways	No	1.0	100.0	0.0	65.72769953051643	1.0	1.0	1.0	639
NC_000962.3	3833693	3834521	-	Rv3415c	Rv3415c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	68.84057971014492	1.0	1.0	1.0	828
NC_000962.3	3834891	3835200	+	Rv3416	whiB3	CDS	NotExcluded	None	Transcriptional regulatory protein WhiB-like WhiB3. Contains [4FE-4S] cluster.	regulatory proteins	No	1.0	100.0	0.0	64.07766990291262	1.0	1.0	1.0	309
NC_000962.3	3835271	3836891	-	Rv3417c	groEL1	CDS	NotExcluded	None	60 kDa chaperonin 1 GroEL1 (protein CPN60-1) (GroEL protein 1)	virulence, detoxification, adaptation	No	1.0	100.0	0.0	65.12345679012346	1.0	1.0	1.0	1620
NC_000962.3	3836985	3837288	-	Rv3418c	groES	CDS	NotExcluded	None	10 kDa chaperonin GroES (protein CPN10) (protein GroES) (BCG-a heat shock protein) (10 kDa antigen)	virulence, detoxification, adaptation	No	1.0	100.0	0.0	63.366336633663366	1.0	1.0	1.0	303
NC_000962.3	3837554	3838589	-	Rv3419c	gcp	CDS	NotExcluded	None	Probable O-sialoglycoprotein endopeptidase Gcp (glycoprotease)	intermediary metabolism and respiration	No	1.0	100.0	0.0	68.88888888888889	1.0	1.0	1.0	1035
NC_000962.3	3838585	3839062	-	Rv3420c	rimI	CDS	NotExcluded	None	Ribosomal-protein-alanine acetyltransferase RimI (acetylating enzyme for N-terminal of ribosomal protein S18)	information pathways	No	1.0	100.0	0.0	68.76310272536688	1.0	1.0	1.0	477
NC_000962.3	3839058	3839694	-	Rv3421c	Rv3421c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	0.9987770789657582	95.59748427672956	0.0	70.12578616352201	1.0	1.0	1.0	636
NC_000962.3	3839690	3840197	-	Rv3422c	Rv3422c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	68.83629191321499	1.0	1.0	1.0	507
NC_000962.3	3840193	3841420	-	Rv3423c	alr	CDS	NotExcluded	None	Alanine racemase Alr	intermediary metabolism and respiration	No	1.0	100.0	0.0	66.01466992665037	1.0	1.0	1.0	1227
NC_000962.3	3841713	3842076	-	Rv3424c	Rv3424c	CDS	Coscolla Repetitive Genes	None	Hypothetical protein	conserved hypotheticals	No	0.9890572390572389	69.14600550964187	0.0	58.40220385674931	0.6267217630853994	0.7057162534435262	0.7338953168044077	363
NC_000962.3	3842238	3842769	+	Rv3425	PPE57	CDS	PE/PPEs	PPE_SL-3_nan	PPE family protein PPE57	PE/PPE	No	0.861280119754696	38.04143126177024	0.0	57.6271186440678	0.8445071967984934	0.972909604519774	0.9790960451977401	531
NC_000962.3	3843035	3843734	+	Rv3426	PPE58	CDS	PE/PPEs	PPE_SL-3_nan	PPE family protein PPE58	PE/PPE	No	0.9263630583373071	5.865522174535051	0.0	57.081545064377686	0.8137815729613732	0.9978540772532188	1.0	699
NC_000962.3	3843884	3844640	-	Rv3427c	Rv3427c	CDS	InsertionSeqs_And_Phages	None	Possible transposase	insertion seqs and phages	No	1.0	100.0	0.0	64.15343915343915	1.0	1.0	1.0	756
NC_000962.3	3844737	3845970	-	Rv3428c	Rv3428c	CDS	InsertionSeqs_And_Phages	None	Possible transposase	insertion seqs and phages	No	0.9974317383076509	98.45904298459043	0.0	66.5044606650446	1.0	1.0	1.0	1233
NC_000962.3	3847164	3847701	+	Rv3429	PPE59	CDS	PE/PPEs	PPE_SL-3_nan	PPE family protein PPE59	PE/PPE	No	0.961514587212911	55.493482309124765	0.0	56.052141527001865	0.8190564497206705	0.9741620111731844	0.9793296089385475	537
NC_000962.3	3847641	3848805	-	Rv3430c	Rv3430c	CDS	InsertionSeqs_And_Phages	None	Possible transposase	insertion seqs and phages	No	0.9966351660939291	95.96219931271477	0.0	65.29209621993127	0.9604810996563574	0.9853951890034365	0.9961340206185567	1164
NC_000962.3	3849293	3850139	-	Rv3431c	Rv3431c	CDS	InsertionSeqs_And_Phages	None	Possible transposase (fragment)	insertion seqs and phages	No	1.0	100.0	0.0	64.65721040189125	1.0	1.0	1.0	846
NC_000962.3	3850371	3851754	-	Rv3432c	gadB	CDS	NotExcluded	None	Probable glutamate decarboxylase GadB	intermediary metabolism and respiration	No	1.0	100.0	0.0	65.87129428778019	1.0	1.0	1.0	1383
NC_000962.3	3851791	3853213	-	Rv3433c	Rv3433c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	0.9989256133770902	96.9760900140647	0.0	74.75386779184248	1.0	1.0	1.0	1422
NC_000962.3	3853214	3853928	-	Rv3434c	Rv3434c	CDS	NotExcluded	None	Possible conserved transmembrane protein	cell wall and cell processes	No	0.9999221910986617	99.71988795518207	0.0	61.62464985994398	1.0	1.0	1.0	714
NC_000962.3	3853938	3854793	-	Rv3435c	Rv3435c	CDS	NotExcluded	None	Probable conserved transmembrane protein	cell wall and cell processes	No	1.0	100.0	0.0	63.50877192982456	1.0	1.0	1.0	855
NC_000962.3	3855014	3856889	-	Rv3436c	glmS	CDS	NotExcluded	None	Probable glucosamine--fructose-6-phosphate aminotransferase [isomerizing] GlmS (hexosephosphate aminotransferase) (D-fructose-6-phosphate amidotransferase) (GFAT) (L-glutamine-D-fructose-6-phosphate amidotransferase) (glucosamine-6-phosphate synthase)	intermediary metabolism and respiration	No	0.9996148148148148	98.61333333333333	0.0	66.72	1.0	1.0	1.0	1875
NC_000962.3	3856910	3857387	+	Rv3437	Rv3437	CDS	NotExcluded	None	Possible conserved transmembrane protein	cell wall and cell processes	No	1.0	100.0	0.0	65.19916142557652	1.0	1.0	1.0	477
NC_000962.3	3857396	3858239	+	Rv3438	Rv3438	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	67.49703440094899	1.0	1.0	1.0	843
NC_000962.3	3858258	3859662	-	Rv3439c	Rv3439c	CDS	NotExcluded	None	Conserved hypothetical alanine and proline rich protein	conserved hypotheticals	No	1.0	100.0	0.0	69.8005698005698	1.0	1.0	1.0	1404
